Reported / Charged;Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Charge;Intentional bodily harm;Horsens;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Norddjurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Odder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Randers;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Silkeborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Skanderborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Syddjurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Aarhus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Herning;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Holstebro;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Ikast-Brande;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Lemvig;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Ringkøbing-Skjern;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Skive;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Struer;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Viborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Region Nordjylland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Brønderslev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Frederikshavn;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Hjørring;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Jammerbugt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Mariagerfjord;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Morsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Rebild;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Thisted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Vesthimmerlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Aalborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Intentional bodily harm;Unknown municipality;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Region Hovedstaden;4;13;9;13;7;6;6;11;7;10;11;12;16;3
Charge;Causing death or bodily harm by negligence;Copenhagen;1;5;1;3;3;2;1;3;1;4;3;5;2;2
Charge;Causing death or bodily harm by negligence;Frederiksberg;0;1;0;0;0;0;0;1;0;1;1;2;0;0
Charge;Causing death or bodily harm by negligence;Dragør;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Tårnby;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Albertslund;0;0;0;1;0;0;0;0;0;0;0;0;0;1
Charge;Causing death or bodily harm by negligence;Ballerup;0;1;0;0;0;0;0;0;0;1;2;0;2;0
Charge;Causing death or bodily harm by negligence;Brøndby;1;0;1;0;0;0;1;1;0;0;0;0;1;0
Charge;Causing death or bodily harm by negligence;Gentofte;0;0;0;1;0;0;1;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Gladsaxe;0;0;0;0;0;1;0;0;2;1;1;1;0;0
Charge;Causing death or bodily harm by negligence;Glostrup;0;1;0;0;0;0;0;0;0;0;0;1;1;0
Charge;Causing death or bodily harm by negligence;Herlev;0;0;0;0;1;0;0;0;0;1;0;0;1;0
Charge;Causing death or bodily harm by negligence;Hvidovre;0;0;0;1;0;0;0;0;0;0;0;0;1;0
Charge;Causing death or bodily harm by negligence;Høje-Taastrup;0;0;0;0;0;0;0;1;0;1;0;2;1;0
Charge;Causing death or bodily harm by negligence;Ishøj;1;0;0;0;0;0;0;0;0;0;1;0;0;0
Charge;Causing death or bodily harm by negligence;Lyngby-Taarbæk;0;1;0;0;0;1;0;0;2;1;0;0;2;0
Charge;Causing death or bodily harm by negligence;Rødovre;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Vallensbæk;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Allerød;0;0;1;0;0;1;0;1;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Egedal;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Fredensborg;1;1;1;0;0;0;0;0;1;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Frederikssund;0;0;0;0;0;1;2;0;0;0;0;1;1;0
Charge;Causing death or bodily harm by negligence;Furesø;0;0;3;1;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Gribskov;0;0;0;0;0;0;0;0;0;0;1;0;1;0
Charge;Causing death or bodily harm by negligence;Halsnæs;0;0;1;1;0;0;1;1;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Helsingør;0;0;0;0;0;0;0;1;1;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Hillerød;0;1;0;4;1;0;0;0;0;0;0;0;2;0
Charge;Causing death or bodily harm by negligence;Hørsholm;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Charge;Causing death or bodily harm by negligence;Rudersdal;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Charge;Causing death or bodily harm by negligence;Bornholm;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Region Sjælland;11;7;7;5;6;3;1;2;2;3;2;8;3;1
Charge;Causing death or bodily harm by negligence;Greve;0;0;0;1;0;0;0;0;1;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Køge;2;0;0;0;1;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Lejre;0;0;0;0;0;1;0;0;0;0;1;0;0;0
Charge;Causing death or bodily harm by negligence;Roskilde;2;1;1;1;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Solrød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Faxe;1;1;1;0;0;0;0;0;0;0;0;1;0;0
Charge;Causing death or bodily harm by negligence;Guldborgsund;1;1;2;0;1;1;1;0;0;1;0;0;0;0
Charge;Causing death or bodily harm by negligence;Holbæk;0;0;0;0;1;0;0;0;0;0;0;1;1;0
Charge;Causing death or bodily harm by negligence;Kalundborg;1;0;0;1;0;0;0;0;0;0;0;0;0;1
Charge;Causing death or bodily harm by negligence;Lolland;1;1;1;0;0;0;0;0;1;0;0;1;1;0
Charge;Causing death or bodily harm by negligence;Næstved;1;1;1;0;0;1;0;2;0;1;0;1;1;0
Charge;Causing death or bodily harm by negligence;Odsherred;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Ringsted;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Slagelse;1;1;0;0;0;0;0;0;0;1;1;2;0;0
Charge;Causing death or bodily harm by negligence;Sorø;0;0;0;0;1;0;0;0;0;0;0;1;0;0
Charge;Causing death or bodily harm by negligence;Stevns;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Vordingborg;1;1;0;1;2;0;0;0;0;0;0;1;0;0
Charge;Causing death or bodily harm by negligence;Region Syddanmark;8;6;13;3;3;11;3;3;2;3;6;4;7;4
Charge;Causing death or bodily harm by negligence;Assens;0;0;0;1;0;0;0;0;0;0;1;0;0;1
Charge;Causing death or bodily harm by negligence;Faaborg-Midtfyn;0;1;0;0;0;1;0;0;0;1;0;0;0;0
Charge;Causing death or bodily harm by negligence;Kerteminde;1;1;0;0;0;1;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Langeland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Middelfart;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Nordfyns;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Nyborg;1;0;1;0;0;0;0;0;1;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Odense;1;0;2;0;0;3;1;0;0;1;0;1;2;0
Charge;Causing death or bodily harm by negligence;Svendborg;1;1;2;0;1;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Ærø;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Billund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Esbjerg;1;0;1;0;0;0;0;0;1;0;2;0;1;1
Charge;Causing death or bodily harm by negligence;Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Fredericia;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Charge;Causing death or bodily harm by negligence;Haderslev;0;0;1;1;0;2;0;1;0;1;0;0;0;1
Charge;Causing death or bodily harm by negligence;Kolding;0;1;1;0;2;0;0;0;0;0;1;0;0;0
Charge;Causing death or bodily harm by negligence;Sønderborg;0;1;0;0;0;0;1;0;0;0;1;1;0;0
Charge;Causing death or bodily harm by negligence;Tønder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Varde;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Vejen;0;1;0;0;0;2;0;0;0;0;0;0;1;0
Charge;Causing death or bodily harm by negligence;Vejle;2;0;3;0;0;0;1;1;0;0;0;1;3;1
Charge;Causing death or bodily harm by negligence;Aabenraa;1;0;0;1;0;0;0;0;0;0;0;1;0;0
Charge;Causing death or bodily harm by negligence;Region Midtjylland;14;9;9;4;5;4;2;4;4;5;3;5;3;7
Charge;Causing death or bodily harm by negligence;Favrskov;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Hedensted;2;0;2;1;1;1;0;0;0;1;0;0;0;2
Charge;Causing death or bodily harm by negligence;Horsens;0;2;0;0;1;0;0;0;0;1;1;0;0;0
Charge;Causing death or bodily harm by negligence;Norddjurs;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Odder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Randers;1;0;1;0;0;0;0;2;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Silkeborg;0;1;0;0;0;2;0;0;0;0;1;2;0;0
Charge;Causing death or bodily harm by negligence;Skanderborg;0;0;0;0;0;0;1;0;1;0;0;0;1;1
Charge;Causing death or bodily harm by negligence;Syddjurs;1;0;1;1;1;0;0;0;1;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Aarhus;6;1;2;1;1;0;1;1;1;0;0;1;1;1
Charge;Causing death or bodily harm by negligence;Herning;1;0;0;0;1;0;0;1;1;1;0;0;0;0
Charge;Causing death or bodily harm by negligence;Holstebro;0;1;0;0;0;0;0;0;0;2;0;0;0;2
Charge;Causing death or bodily harm by negligence;Ikast-Brande;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Charge;Causing death or bodily harm by negligence;Lemvig;0;1;0;0;0;0;0;0;0;0;0;0;0;1
Charge;Causing death or bodily harm by negligence;Ringkøbing-Skjern;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Skive;1;1;1;1;0;0;0;0;0;0;1;0;0;0
Charge;Causing death or bodily harm by negligence;Struer;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Viborg;1;1;1;0;0;0;0;0;0;0;0;1;1;0
Charge;Causing death or bodily harm by negligence;Region Nordjylland;5;3;3;1;2;0;1;5;7;2;3;4;2;1
Charge;Causing death or bodily harm by negligence;Brønderslev;0;0;0;0;0;0;0;0;0;1;0;1;0;0
Charge;Causing death or bodily harm by negligence;Frederikshavn;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Hjørring;2;0;0;0;0;0;1;0;0;0;0;2;0;0
Charge;Causing death or bodily harm by negligence;Jammerbugt;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Mariagerfjord;2;0;1;0;0;0;0;1;1;0;0;0;1;1
Charge;Causing death or bodily harm by negligence;Morsø;0;0;1;0;0;0;0;0;2;1;1;0;0;0
Charge;Causing death or bodily harm by negligence;Rebild;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Charge;Causing death or bodily harm by negligence;Thisted;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Charge;Causing death or bodily harm by negligence;Vesthimmerlands;0;1;0;0;1;0;0;1;1;0;0;1;0;0
Charge;Causing death or bodily harm by negligence;Aalborg;1;2;1;1;1;0;0;2;1;0;1;0;1;0
Charge;Causing death or bodily harm by negligence;Unknown municipality;1;0;1;0;0;0;1;0;0;0;0;0;0;0
Charge;Offences against life and limb;Region Hovedstaden;85;90;131;89;97;122;109;123;134;107;119;139;121;137
Charge;Offences against life and limb;Copenhagen;35;36;41;26;35;56;44;68;68;29;38;51;49;49
Charge;Offences against life and limb;Frederiksberg;4;3;2;3;3;2;4;4;6;9;13;5;2;5
Charge;Offences against life and limb;Dragør;1;0;0;1;0;0;0;0;0;0;0;0;1;0
Charge;Offences against life and limb;Tårnby;0;4;3;2;1;7;0;2;0;0;5;1;4;3
Charge;Offences against life and limb;Albertslund;1;2;3;2;3;1;4;1;0;3;1;0;2;7
Charge;Offences against life and limb;Ballerup;0;2;14;3;0;5;5;2;4;4;3;4;2;0
Charge;Offences against life and limb;Brøndby;1;1;4;4;1;2;1;4;1;1;3;2;3;6
Charge;Offences against life and limb;Gentofte;3;1;5;1;1;0;3;3;3;1;3;3;4;1
Charge;Offences against life and limb;Gladsaxe;3;2;5;1;3;3;3;0;5;2;5;5;3;2
Charge;Offences against life and limb;Glostrup;1;3;2;4;3;2;1;2;4;3;4;6;3;6
Charge;Offences against life and limb;Herlev;0;2;1;1;4;0;3;0;2;5;4;1;3;6
Charge;Offences against life and limb;Hvidovre;3;2;4;4;4;1;5;4;5;7;3;5;4;7
Charge;Offences against life and limb;Høje-Taastrup;5;4;1;1;0;5;4;6;2;4;3;6;1;6
Charge;Offences against life and limb;Ishøj;2;3;2;4;5;2;2;3;6;4;2;5;2;2
Charge;Offences against life and limb;Lyngby-Taarbæk;1;1;1;2;2;3;1;3;3;0;4;0;2;1
Charge;Offences against life and limb;Rødovre;3;2;9;5;7;2;4;2;4;9;0;6;3;1
Charge;Offences against life and limb;Vallensbæk;0;1;2;0;0;1;0;1;1;1;1;2;0;4
Charge;Offences against life and limb;Allerød;0;1;1;1;0;1;0;0;0;1;1;0;0;1
Charge;Offences against life and limb;Egedal;2;5;3;0;0;2;1;2;0;1;1;1;3;5
Charge;Offences against life and limb;Fredensborg;0;3;2;4;0;0;5;0;0;2;1;5;3;2
Charge;Offences against life and limb;Frederikssund;2;3;6;4;0;2;2;2;2;1;2;1;2;1
Charge;Offences against life and limb;Furesø;1;1;2;0;5;3;0;1;1;1;2;8;2;4
Charge;Offences against life and limb;Gribskov;0;2;3;4;0;1;3;1;1;3;2;4;2;0
Charge;Offences against life and limb;Halsnæs;4;0;0;2;3;2;1;1;2;5;4;1;5;5
Charge;Offences against life and limb;Helsingør;5;4;3;3;4;6;3;2;4;0;2;3;7;5
Charge;Offences against life and limb;Hillerød;2;2;5;3;7;3;3;4;6;4;5;7;7;3
Charge;Offences against life and limb;Hørsholm;1;0;2;0;1;3;3;2;0;1;0;0;0;0
Charge;Offences against life and limb;Rudersdal;1;0;2;3;5;3;3;1;1;4;3;4;1;0
Charge;Offences against life and limb;Bornholm;4;0;3;1;0;4;1;2;3;2;4;3;1;5
Charge;Offences against life and limb;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Offences against life and limb;Region Sjælland;50;61;57;66;48;59;44;43;40;56;61;70;59;44
Charge;Offences against life and limb;Greve;6;3;5;5;9;3;2;2;0;4;3;1;4;1
Charge;Offences against life and limb;Køge;2;5;6;2;4;3;1;5;2;2;5;3;5;2
Charge;Offences against life and limb;Lejre;0;0;0;5;1;0;1;0;2;5;3;2;1;0
Charge;Offences against life and limb;Roskilde;10;4;2;8;5;4;3;3;2;1;6;3;2;5
Charge;Offences against life and limb;Solrød;0;1;0;0;0;0;0;1;1;0;2;1;0;0
Charge;Offences against life and limb;Faxe;1;7;2;2;1;6;1;4;3;3;2;3;5;6
Charge;Offences against life and limb;Guldborgsund;2;3;7;8;2;10;6;4;6;6;3;8;6;6
Charge;Offences against life and limb;Holbæk;2;5;2;6;3;8;3;2;3;14;6;7;3;2
Charge;Offences against life and limb;Kalundborg;4;11;2;8;4;3;4;7;1;0;4;2;3;4
Charge;Offences against life and limb;Lolland;7;5;7;2;5;0;4;0;7;4;2;9;4;4
Charge;Offences against life and limb;Næstved;6;1;2;2;2;5;4;6;4;5;5;3;6;2
Charge;Offences against life and limb;Odsherred;3;4;2;1;2;1;1;0;4;2;5;3;2;1
Charge;Offences against life and limb;Ringsted;2;3;5;7;1;2;1;0;0;1;3;2;3;2
Charge;Offences against life and limb;Slagelse;3;6;10;5;5;6;9;8;3;6;1;11;6;4
Charge;Offences against life and limb;Sorø;1;0;2;3;0;2;1;1;2;1;5;5;2;1
Charge;Offences against life and limb;Stevns;0;0;0;0;2;3;1;0;0;1;2;1;4;1
Charge;Offences against life and limb;Vordingborg;1;3;3;2;2;3;2;0;0;1;4;6;3;3
Charge;Offences against life and limb;Region Syddanmark;64;57;75;73;63;74;70;50;48;76;81;110;74;90
Charge;Offences against life and limb;Assens;1;3;3;4;2;1;1;1;1;6;1;5;0;4
Charge;Offences against life and limb;Faaborg-Midtfyn;5;2;3;1;0;1;3;1;1;4;3;1;2;2
Charge;Offences against life and limb;Kerteminde;1;0;2;4;1;3;1;0;0;0;1;2;0;0
Charge;Offences against life and limb;Langeland;0;0;1;1;1;1;0;0;1;0;0;0;0;2
Charge;Offences against life and limb;Middelfart;2;0;2;2;1;6;4;2;0;0;2;4;2;0
Charge;Offences against life and limb;Nordfyns;1;3;0;1;2;3;0;2;1;3;3;2;1;3
Charge;Offences against life and limb;Nyborg;3;0;4;1;3;1;5;1;0;2;0;2;2;3
Charge;Offences against life and limb;Odense;16;18;15;16;11;15;15;8;12;10;18;22;10;9
Charge;Offences against life and limb;Svendborg;4;1;3;1;0;3;1;6;0;2;2;1;5;5
Charge;Offences against life and limb;Ærø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Offences against life and limb;Billund;2;0;0;2;1;2;2;2;1;1;2;1;0;1
Charge;Offences against life and limb;Esbjerg;6;3;13;11;8;3;3;5;5;14;9;14;4;10
Charge;Offences against life and limb;Fanø;0;0;0;0;0;0;0;1;0;0;1;1;0;0
Charge;Offences against life and limb;Fredericia;6;0;4;3;2;5;1;2;1;1;3;7;8;4
Charge;Offences against life and limb;Haderslev;1;2;4;3;5;4;3;3;1;2;3;5;3;8
Charge;Offences against life and limb;Kolding;2;6;5;5;3;5;8;6;7;6;6;6;8;11
Charge;Offences against life and limb;Sønderborg;4;1;1;2;6;0;7;2;1;9;4;4;12;3
Charge;Offences against life and limb;Tønder;3;1;2;0;2;3;0;2;2;5;2;2;1;1
Charge;Offences against life and limb;Varde;2;6;2;3;2;3;3;1;1;1;2;4;2;8
Charge;Offences against life and limb;Vejen;2;5;2;3;4;6;4;1;3;2;3;4;2;6
Charge;Offences against life and limb;Vejle;2;2;7;9;3;3;5;2;6;5;4;12;9;8
Charge;Offences against life and limb;Aabenraa;1;4;2;1;6;6;4;2;4;3;12;11;3;2
Charge;Offences against life and limb;Region Midtjylland;52;72;61;74;65;49;56;59;68;78;72;73;81;95
Charge;Offences against life and limb;Favrskov;1;1;2;3;4;1;1;2;4;1;2;3;1;5
Charge;Offences against life and limb;Hedensted;1;3;2;2;1;0;0;2;2;4;1;0;1;2
Charge;Offences against life and limb;Horsens;10;6;2;6;4;4;3;3;4;4;2;4;7;7
Charge;Offences against life and limb;Norddjurs;3;6;1;1;3;1;1;2;2;4;5;6;5;2
Charge;Offences against life and limb;Odder;1;2;2;0;3;0;0;1;2;1;2;0;1;2
Charge;Offences against life and limb;Randers;4;7;6;4;7;5;5;7;6;9;4;6;3;12
Charge;Offences against life and limb;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Offences against life and limb;Silkeborg;3;2;1;6;1;4;8;3;4;4;6;8;5;10
Charge;Offences against life and limb;Skanderborg;0;4;3;3;2;1;1;3;2;1;0;3;3;1
Charge;Offences against life and limb;Syddjurs;0;0;0;5;1;1;4;0;3;2;2;2;2;7
Charge;Offences against life and limb;Aarhus;13;20;30;21;25;18;21;17;19;28;20;28;27;29
Charge;Offences against life and limb;Herning;4;3;1;5;2;4;4;4;1;8;4;4;8;8
Charge;Offences against life and limb;Holstebro;4;0;2;1;1;2;1;3;3;3;7;1;4;4
Charge;Offences against life and limb;Ikast-Brande;1;2;0;3;3;0;0;2;1;4;2;2;0;2
Charge;Offences against life and limb;Lemvig;0;1;1;0;0;1;0;0;0;1;0;1;1;0
Charge;Offences against life and limb;Ringkøbing-Skjern;0;9;0;3;1;3;0;1;0;2;0;1;2;0
Charge;Offences against life and limb;Skive;6;2;4;5;0;1;3;0;9;0;5;1;4;2
Charge;Offences against life and limb;Struer;1;0;1;1;3;0;0;1;1;1;0;0;3;0
Charge;Offences against life and limb;Viborg;0;4;3;5;4;3;4;8;5;1;10;3;4;2
Charge;Offences against life and limb;Region Nordjylland;28;20;32;34;33;33;27;23;37;33;16;34;19;31
Charge;Offences against life and limb;Brønderslev;2;0;0;1;4;2;0;4;2;0;1;3;2;3
Charge;Offences against life and limb;Frederikshavn;5;1;2;5;3;4;2;2;0;5;0;1;0;5
Charge;Offences against life and limb;Hjørring;3;0;3;3;3;3;0;1;3;2;2;2;3;1
Charge;Offences against life and limb;Jammerbugt;2;1;5;7;2;3;1;1;1;1;1;4;0;2
Charge;Offences against life and limb;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Offences against life and limb;Mariagerfjord;4;2;2;3;0;4;6;3;4;1;0;3;5;4
Charge;Offences against life and limb;Morsø;1;0;1;0;3;1;0;0;1;3;1;4;1;2
Charge;Offences against life and limb;Rebild;0;1;1;1;0;0;1;1;0;5;1;1;1;0
Charge;Offences against life and limb;Thisted;2;0;3;1;1;1;0;4;4;4;1;3;0;1
Charge;Offences against life and limb;Vesthimmerlands;0;1;1;2;3;1;4;2;8;3;2;0;0;3
Charge;Offences against life and limb;Aalborg;9;14;14;11;14;14;13;5;14;9;7;13;7;10
Charge;Offences against life and limb;Unknown municipality;0;1;2;3;4;2;6;2;3;3;2;2;0;1
Charge;Offences against personal liberty;Region Hovedstaden;71;66;100;71;84;79;86;62;68;87;88;82;93;108
Charge;Offences against personal liberty;Copenhagen;22;20;30;15;43;23;25;19;20;32;32;25;39;40
Charge;Offences against personal liberty;Frederiksberg;2;1;3;1;5;1;2;1;2;2;1;5;10;7
Charge;Offences against personal liberty;Dragør;0;0;1;0;0;0;0;0;0;0;1;1;1;1
Charge;Offences against personal liberty;Tårnby;1;0;3;0;4;0;0;1;2;0;2;3;1;2
Charge;Offences against personal liberty;Albertslund;1;3;1;2;3;1;3;2;3;3;8;0;0;3
Charge;Offences against personal liberty;Ballerup;2;3;2;3;1;1;2;0;5;4;4;5;3;4
Charge;Offences against personal liberty;Brøndby;6;1;2;6;3;1;5;1;1;4;2;0;5;4
Charge;Offences against personal liberty;Gentofte;1;0;2;1;2;3;1;6;0;1;2;3;1;5
Charge;Offences against personal liberty;Gladsaxe;1;1;0;0;1;3;5;5;3;0;1;4;6;8
Charge;Offences against personal liberty;Glostrup;3;2;3;1;0;0;2;0;0;2;0;2;1;0
Charge;Offences against personal liberty;Herlev;2;0;2;1;2;2;1;0;2;1;1;6;4;1
Charge;Offences against personal liberty;Hvidovre;7;4;6;5;4;0;3;0;3;3;4;2;1;8
Charge;Offences against personal liberty;Høje-Taastrup;3;3;5;3;3;3;5;0;0;4;3;4;3;2
Charge;Offences against personal liberty;Ishøj;1;1;1;1;0;3;1;2;0;4;1;0;3;1
Charge;Offences against personal liberty;Lyngby-Taarbæk;0;5;0;4;0;1;2;3;2;0;0;4;1;1
Charge;Offences against personal liberty;Rødovre;3;3;0;3;2;4;2;1;1;2;3;6;0;2
Charge;Offences against personal liberty;Vallensbæk;0;1;1;0;0;0;0;0;3;0;2;0;1;1
Charge;Offences against personal liberty;Allerød;1;0;1;0;0;0;4;3;0;0;0;2;0;0
Charge;Offences against personal liberty;Egedal;1;0;3;0;0;1;0;1;1;1;1;2;3;0
Charge;Offences against personal liberty;Fredensborg;3;1;4;0;4;4;0;0;1;1;0;0;0;2
Charge;Offences against personal liberty;Frederikssund;0;0;1;0;0;0;3;0;4;5;5;2;2;5
Charge;Offences against personal liberty;Furesø;0;0;0;5;0;18;6;0;1;6;3;2;1;1
Charge;Offences against personal liberty;Gribskov;1;1;1;0;0;1;0;0;1;5;1;0;0;2
Charge;Offences against personal liberty;Halsnæs;1;0;1;1;1;1;1;1;1;0;2;1;0;0
Charge;Offences against personal liberty;Helsingør;2;5;2;7;2;2;6;4;5;2;1;0;3;2
Charge;Offences against personal liberty;Hillerød;2;1;4;3;2;3;2;1;2;2;2;0;1;1
Charge;Offences against personal liberty;Hørsholm;0;2;0;0;0;1;0;2;0;0;2;0;1;0
Charge;Offences against personal liberty;Rudersdal;3;4;19;9;1;1;2;1;0;1;1;0;2;2
Charge;Offences against personal liberty;Bornholm;2;4;2;0;1;1;3;8;5;2;3;3;0;3
Charge;Offences against personal liberty;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Offences against personal liberty;Region Sjælland;31;30;23;26;33;46;38;46;38;37;47;41;54;69
Charge;Offences against personal liberty;Greve;1;2;2;2;2;3;4;5;4;3;6;0;4;4
Charge;Offences against personal liberty;Køge;1;0;1;2;1;2;1;6;1;2;2;1;3;6
Charge;Offences against personal liberty;Lejre;1;0;0;1;0;0;0;0;1;1;0;1;1;3
Charge;Offences against personal liberty;Roskilde;5;5;2;1;2;2;2;1;1;3;3;0;2;2
Charge;Offences against personal liberty;Solrød;0;3;0;0;0;1;0;1;0;0;0;0;1;0
Charge;Offences against personal liberty;Faxe;0;0;0;0;1;0;0;5;0;0;4;2;2;1
Charge;Offences against personal liberty;Guldborgsund;2;0;3;5;6;4;6;4;5;10;5;8;8;9
