;;;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
;;Skanderborg;80;67;73;66;80;70;88;61;68;116;45;61;51;39
;;Syddjurs;31;35;40;57;50;58;72;72;64;30;22;34;35;46
;;Aarhus;1567;1771;1819;1650;1611;1835;1885;1827;1565;1439;1354;1598;1524;1601
;;Herning;224;297;369;223;179;216;189;179;330;248;259;298;248;224
;;Holstebro;98;136;172;182;148;187;139;160;135;119;153;151;137;123
;;Ikast-Brande;45;63;68;65;68;71;53;48;64;47;56;88;44;61
;;Lemvig;16;37;11;6;14;21;25;10;14;13;8;4;8;8
;;Ringkøbing-Skjern;59;76;67;84;58;90;54;62;55;59;51;47;50;40
;;Skive;92;125;98;62;92;104;58;67;64;58;72;64;57;66
;;Struer;27;36;41;18;32;21;30;22;33;40;26;6;15;24
;;Viborg;196;239;225;193;187;213;200;233;139;200;207;174;230;236
;;Brønderslev;41;42;29;68;49;49;45;46;49;56;78;83;57;51
;;Frederikshavn;137;135;174;105;131;134;123;106;99;86;146;117;101;64
;;Hjørring;153;131;133;126;146;168;129;150;166;158;160;150;105;90
;;Jammerbugt;36;43;41;45;24;32;44;44;44;45;37;28;25;17
;;Læsø;0;0;1;0;1;2;0;2;0;0;0;1;2;0
;;Mariagerfjord;65;76;83;107;97;71;67;80;65;62;48;57;46;57
;;Morsø;25;22;27;30;37;38;31;26;26;31;34;39;32;24
;;Rebild;23;14;12;10;18;11;9;16;18;27;8;8;12;9
;;Thisted;86;60;92;56;70;92;111;67;79;103;52;85;54;45
;;Vesthimmerlands;49;43;65;39;25;57;56;52;57;43;60;52;39;43
;;Aalborg;919;881;1040;791;820;845;952;1064;969;967;864;903;800;791
;;Unknown municipality;59;55;43;49;71;69;90;116;42;39;34;46;27;39
;Other kinds of theft;Copenhagen;26740;30008;28793;30006;36206;38813;39689;33978;30935;38557;34544;25106;23196;13025
;;Frederiksberg;1949;2118;2134;2557;3203;3460;3286;2802;2524;2787;2612;1801;1636;1218
;;Dragør;90;130;117;169;153;180;167;135;106;115;96;76;85;73
;;Tårnby;1470;1476;1530;1692;1676;1872;1893;1741;1633;1614;1560;1228;1170;656
;;Albertslund;514;587;689;667;596;558;547;468;535;500;399;252;273;266
;;Ballerup;923;972;1065;1269;1288;1304;1188;956;913;914;1034;588;438;434
;;Brøndby;903;1071;1076;965;878;872;949;1050;926;835;857;776;452;389
;;Gentofte;1474;1427;1371;1365;1473;1722;1627;1506;1328;1261;1132;1051;740;566
;;Gladsaxe;952;1145;1127;1129;1099;1293;1236;1247;1157;1046;824;609;569;495
;;Glostrup;622;645;731;686;562;704;646;644;686;598;519;360;312;257
;;Herlev;651;660;601;700;655;742;721;648;563;519;526;434;382;326
;;Hvidovre;998;1176;1365;1405;1069;1162;1365;1188;1006;901;983;599;552;487
;;Høje-Taastrup;936;1216;1141;1131;1009;1142;1249;1114;1071;1043;916;586;552;422
;;Ishøj;533;654;601;707;562;530;521;512;458;395;336;258;252;196
;;Lyngby-Taarbæk;1468;1548;1161;1315;1291;1551;1534;1590;1349;1124;943;862;609;479
;;Rødovre;831;867;856;1047;1001;1123;1011;887;910;745;704;475;424;391
;;Vallensbæk;144;233;254;220;183;192;221;184;140;139;144;82;114;70
;;Allerød;230;278;289;341;369;443;445;323;261;300;242;185;137;133
;;Egedal;360;462;425;508;417;395;536;440;494;362;287;214;232;184
;;Fredensborg;397;453;498;532;545;633;744;669;515;364;327;243;192;172
;;Frederikssund;585;682;612;689;670;695;846;781;720;553;498;377;382;345
;;Furesø;469;497;552;588;527;616;662;590;495;498;317;282;288;217
;;Gribskov;358;413;515;598;590;652;573;664;528;422;391;328;311;243
;;Halsnæs;338;468;473;495;518;541;528;467;401;375;373;234;285;230
;;Helsingør;1230;1404;1348;1463;1381;1365;1460;1285;1070;1034;894;637;588;467
;;Hillerød;683;796;783;905;1099;1168;1161;1018;857;916;797;724;659;499
;;Hørsholm;331;375;368;393;366;402;477;495;428;373;265;187;170;159
;;Rudersdal;746;772;852;764;784;833;813;904;803;617;583;457;410;361
;;Bornholm;385;405;337;298;304;367;356;283;282;258;259;168;155;124
;;Christiansø;0;0;0;0;0;0;0;0;0;0;1;0;0;0
;;Greve;736;1142;1286;1408;998;988;977;885;844;737;577;467;395;330
;;Køge;911;1376;1303;1513;1754;1589;1650;1499;1133;1166;1025;682;678;731
;;Lejre;202;231;297;320;339;296;262;282;189;157;177;137;100;98
;;Roskilde;2205;2707;2988;3097;3176;3229;3222;2561;2795;2353;2135;1797;1605;654
;;Solrød;202;313;397;390;254;331;314;333;315;206;219;205;170;135
;;Faxe;353;511;483;561;575;420;520;454;427;365;282;243;184;179
;;Guldborgsund;1017;1144;1160;1063;1146;1047;1240;1015;920;825;684;524;527;417
;;Holbæk;993;1294;1302;1298;1198;1213;1250;1190;892;803;823;638;605;457
;;Kalundborg;724;815;757;834;780;709;760;717;572;596;511;322;322;268
;;Lolland;730;905;950;909;838;766;793;767;698;651;609;472;413;357
;;Næstved;1307;1572;1364;1479;1683;1356;1556;1395;1249;1163;1116;795;643;558
;;Odsherred;391;453;571;511;580;543;624;577;433;408;498;417;310;240
;;Ringsted;581;646;627;662;629;599;652;637;564;493;485;304;299;270
;;Slagelse;1420;1694;1570;1704;1936;1800;1690;1572;1425;1449;1288;884;811;1239
;;Sorø;386;434;452;509;547;518;496;485;438;537;490;206;208;181
;;Stevns;131;222;189;256;188;218;230;200;174;159;163;89;83;95
;;Vordingborg;666;842;750;734;834;711;702;725;609;554;546;320;306;231
;;Assens;411;593;605;600;615;580;622;501;339;324;309;239;281;388
;;Faaborg-Midtfyn;362;550;624;661;740;673;563;593;435;349;421;293;271;261
;;Kerteminde;243;252;292;308;278;318;315;273;258;188;208;145;167;124
;;Langeland;148;227;232;216;184;217;177;139;113;112;133;80;71;54
;;Middelfart;560;651;594;692;704;602;567;538;391;380;391;322;347;289
;;Nordfyns;259;354;378;386;410;376;278;283;217;187;192;231;160;211
;;Nyborg;460;726;749;801;763;772;624;596;479;396;378;326;307;229
;;Odense;4281;4362;4921;5324;5266;4945;5021;4285;3782;3063;2921;2273;2376;1951
;;Svendborg;713;857;819;1045;989;868;874;695;599;509;646;461;388;319
;;Ærø;34;40;32;32;36;39;41;38;24;19;36;33;17;24
;;Billund;339;497;574;602;568;579;481;406;445;377;372;319;307;171
;;Esbjerg;1697;2152;2042;2175;2244;1926;1864;1858;1350;1364;1299;1059;871;748
;;Fanø;36;24;28;31;32;35;50;31;28;35;39;43;23;23
;;Fredericia;1186;1476;1230;1417;1333;1204;1367;1077;1089;826;745;638;532;483
;;Haderslev;1200;1345;1213;1112;1091;901;975;1016;679;688;663;472;380;272
;;Kolding;1964;2194;2104;2039;2091;1818;1782;1761;1537;1302;1346;1062;877;606
;;Sønderborg;1000;1358;1036;1081;1079;943;1004;973;648;763;641;482;417;333
;;Tønder;666;650;649;601;659;612;627;618;416;364;351;270;291;187
;;Varde;626;760;653;731;753;700;605;582;513;465;499;325;269;206
;;Vejen;657;626;672;777;707;635;665;504;386;320;322;297;216;176
;;Vejle;1864;2197;2176;2322;2306;2103;2141;1941;1608;1436;1298;1148;924;598
;;Aabenraa;1035;1330;1190;1195;1209;1013;1020;1011;761;712;754;505;446;379
;;Favrskov;362;563;471;537;524;587;547;453;431;499;446;275;193;181
;;Hedensted;486;527;634;568;586;528;453;422;406;372;321;251;205;165
;;Horsens;1460;1692;1790;1756;1677;1707;1489;1495;1162;1027;1124;798;645;464
;;Norddjurs;529;628;568;587;559;530;480;441;387;690;289;234;195;222
;;Odder;198;297;285;250;268;357;259;249;215;196;202;152;120;90
;;Randers;1712;1910;1953;1788;1884;1782;1843;1669;1457;1269;1234;867;741;659
;;Samsø;66;63;45;64;42;58;40;48;38;35;24;18;20;17
;;Silkeborg;1247;1469;1185;1306;1329;1364;1102;1014;893;785;730;595;457;442
;;Skanderborg;762;913;998;1031;1164;1213;1114;1221;1003;726;750;435;367;226
;;Syddjurs;473;569;570;562;627;640;620;578;448;404;417;271;236;243
;;Aarhus;8172;8478;8273;8822;9591;11515;10618;9031;7270;7417;6271;4157;3761;3079
;;Herning;1024;1253;1299;1297;1320;1123;1189;1021;862;924;804;766;586;488
;;Holstebro;810;886;721;762;803;698;760;648;547;463;447;594;354;350
;;Ikast-Brande;400;486;505;655;597;527;470;404;293;349;373;215;197;170
;;Lemvig;201;230;154;197;174;153;114;110;112;101;106;69;53;71
;;Ringkøbing-Skjern;662;859;787;735;653;655;635;589;447;403;430;299;188;175
;;Skive;549;656;729;712;709;621;658;535;442;399;396;296;252;200
;;Struer;202;311;252;223;216;219;213;214;144;167;145;93;92;78
;;Viborg;1116;1243;1181;1328;1244;1074;1114;1029;891;772;789;674;564;414
;;Brønderslev;449;512;442;375;524;477;501;427;277;286;266;272;201;141
;;Frederikshavn;850;986;971;880;984;883;916;755;673;609;611;423;386;274
;;Hjørring;1114;1152;997;955;1136;917;962;776;696;613;590;442;384;273
;;Jammerbugt;367;519;497;454;520;605;532;415;273;260;229;237;184;193
;;Læsø;7;3;8;5;5;6;14;11;9;8;6;5;4;11
;;Mariagerfjord;491;648;584;588;743;639;656;653;418;391;357;276;242;236
;;Morsø;330;336;265;273;275;288;293;205;220;235;157;85;78;95
;;Rebild;223;370;329;298;357;392;355;271;231;188;193;112;139;98
;;Thisted;583;648;540;504;543;518;472;427;304;343;277;229;250;164
;;Vesthimmerlands;426;636;599;520;620;564;588;584;376;278;306;213;175;169
;;Aalborg;3562;4123;3981;3999;5476;5196;5461;4028;3068;2731;2708;2107;1873;1376
;;Unknown municipality;1893;1839;1540;1379;1311;1345;1611;1252;1210;1189;1266;1222;1148;553
;Theft of/taking vehicle without the owners consent (TWOC);Copenhagen;2350;2371;2267;1955;1672;1292;1236;1334;1516;1432;1207;1075;908;811
;;Frederiksberg;240;261;219;205;186;134;126;122;129;139;111;112;102;89
;;Dragør;18;19;20;20;17;16;8;18;15;14;21;17;9;17
;;Tårnby;141;143;190;132;124;106;115;116;109;177;100;82;83;57
;;Albertslund;130;152;149;84;101;74;57;48;72;83;67;66;80;49
;;Ballerup;167;167;218;158;143;77;113;113;117;90;80;98;76;65
;;Brøndby;145;171;173;140;106;106;83;89;105;83;87;68;77;88
;;Gentofte;138;188;163;142;122;128;150;114;86;107;106;115;146;112
;;Gladsaxe;147;198;199;168;124;195;183;152;164;183;128;143;114;117
;;Glostrup;93;126;124;83;73;66;61;70;68;59;61;47;56;47
;;Herlev;118;120;138;127;98;103;103;62;106;117;71;66;59;53
;;Hvidovre;286;276;285;224;216;191;171;156;136;125;147;130;92;99
;;Høje-Taastrup;217;301;337;232;167;133;124;98;88;115;77;68;97;68
;;Ishøj;168;155;126;125;83;61;57;45;68;55;34;44;55;48
;;Lyngby-Taarbæk;151;131;126;114;91;99;87;108;86;64;71;56;53;62
;;Rødovre;167;192;218;222;148;124;95;109;80;95;79;71;119;74
;;Vallensbæk;41;63;56;49;38;27;30;19;18;17;14;20;24;14
;;Allerød;47;21;38;35;19;22;29;17;15;14;13;13;12;7
;;Egedal;81;101;130;110;74;69;66;63;45;44;49;40;40;47
;;Fredensborg;73;79;125;116;63;95;72;55;24;43;41;42;29;36
;;Frederikssund;128;121;125;117;89;79;99;73;66;62;75;65;56;63
;;Furesø;62;83;86;86;85;52;49;55;32;63;32;30;46;35
;;Gribskov;61;78;110;83;70;48;36;69;43;45;67;46;75;40
;;Halsnæs;78;77;78;48;57;53;33;32;38;60;62;44;57;39
;;Helsingør;140;171;185;126;110;106;101;93;72;108;127;86;108;60
;;Hillerød;122;127;143;106;90;110;121;94;74;80;78;57;71;66
;;Hørsholm;26;49;61;89;37;32;36;32;20;20;29;22;26;19
;;Rudersdal;142;113;124;123;112;96;77;62;53;64;52;67;68;45
;;Bornholm;41;51;46;23;27;20;39;12;18;14;12;11;17;10
;;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Greve;147;226;219;160;111;91;103;95;90;76;60;72;89;79
;;Køge;195;287;369;303;287;178;152;154;109;104;118;83;73;106
;;Lejre;46;59;61;66;33;39;28;28;20;25;21;18;21;17
;;Roskilde;236;371;322;203;190;164;150;134;131;134;136;101;120;105
;;Solrød;49;87;65;62;47;23;40;30;19;42;52;31;23;14
;;Faxe;75;159;127;138;105;58;79;65;54;54;61;67;55;56
;;Guldborgsund;145;206;252;139;154;100;150;92;92;138;123;94;109;91
;;Holbæk;239;279;262;208;221;145;165;103;106;148;163;113;104;89
;;Kalundborg;150;221;206;193;220;135;121;155;97;129;82;103;82;78
;;Lolland;130;238;193;133;107;83;97;76;71;115;85;75;74;77
;;Næstved;195;334;256;281;186;160;123;108;134;152;150;104;109;95
;;Odsherred;78;103;95;72;97;70;79;47;44;60;75;70;66;37
;;Ringsted;115;150;158;141;128;84;49;75;77;68;65;72;47;50
;;Slagelse;389;519;358;396;262;235;220;199;143;206;180;171;107;121
;;Sorø;74;81;107;115;74;54;65;54;56;59;75;61;52;36
;;Stevns;30;36;46;49;26;30;32;28;31;25;31;21;17;15
;;Vordingborg;136;180;141;117;143;93;77;62;67;67;77;81;44;52
;;Assens;112;131;135;99;100;56;39;36;47;62;54;54;67;77
;;Faaborg-Midtfyn;97;126;133;112;82;88;54;54;34;37;57;47;45;55
;;Kerteminde;39;52;45;25;28;26;31;19;17;18;18;19;16;15
;;Langeland;16;35;36;19;20;12;3;7;2;5;7;21;13;11
;;Middelfart;102;88;117;89;97;56;69;52;29;39;55;50;37;44
;;Nordfyns;50;86;90;61;53;31;30;18;39;35;34;32;26;27
;;Nyborg;78;94;96;55;45;46;29;32;37;30;16;30;31;23
;;Odense;931;1006;807;604;534;386;309;323;305;337;315;300;259;277
;;Svendborg;67;141;114;131;87;46;45;45;48;31;53;46;40;42
;;Ærø;11;13;6;4;5;6;2;4;2;4;4;5;2;1
;;Billund;67;82;94;125;102;67;49;35;42;34;44;49;34;43
;;Esbjerg;345;374;375;385;283;192;160;178;154;161;134;132;120;155
;;Fanø;7;3;0;2;2;2;3;1;0;1;0;0;1;2
;;Fredericia;175;167;182;222;188;132;135;90;108;107;86;86;65;45
;;Haderslev;188;197;203;168;144;119;90;112;85;90;101;77;63;47
;;Kolding;365;314;345;317;250;193;151;152;143;94;159;122;127;111
;;Sønderborg;121;169;194;217;166;85;85;47;56;91;71;49;55;48
;;Tønder;126;98;118;76;98;62;65;66;58;60;49;46;68;36
;;Varde;114;130;130;138;76;66;74;53;37;50;59;47;48;38
;;Vejen;179;156;156;224;144;76;73;53;51;47;43;42;48;39
;;Vejle;315;306;395;312;289;210;149;119;120;118;156;119;106;103
;;Aabenraa;239;227;202;200;173;139;104;67;80;70;70;72;99;74
;;Favrskov;172;135;133;130;83;76;71;46;35;46;49;41;42;32
;;Hedensted;100;110;107;77;95;70;51;48;38;30;26;32;35;25
;;Horsens;347;308;386;284;287;169;143;126;121;87;101;98;80;93
;;Norddjurs;132;125;123;100;84;44;79;46;43;28;40;46;43;33
;;Odder;62;52;57;62;41;32;15;23;11;26;24;11;12;12
;;Randers;298;366;305;345;314;187;215;131;136;121;153;89;106;114
;;Samsø;5;16;6;6;5;2;5;1;1;4;2;3;0;1
;;Silkeborg;156;178;263;225;164;138;125;96;86;80;77;73;78;62
;;Skanderborg;138;137;205;110;129;102;78;54;31;39;46;36;29;27
;;Syddjurs;126;133;137;97;116;79;68;39;47;43;44;31;47;38
;;Aarhus;1346;1589;1479;1360;985;879;701;579;509;549;629;532;430;468
;;Herning;158;196;255;184;139;117;91;98;78;107;99;117;99;85
;;Holstebro;81;151;116;133;95;74;63;56;59;45;59;46;40;43
;;Ikast-Brande;118;133;127;117;93;69;48;58;27;63;38;52;59;39
;;Lemvig;41;35;32;25;18;26;12;9;5;4;11;8;14;8
;;Ringkøbing-Skjern;122;109;133;103;87;74;53;57;35;35;47;43;23;40
;;Skive;113;97;126;85;86;63;48;59;51;34;46;41;40;23
;;Struer;42;65;43;40;30;20;30;12;21;22;13;11;8;8
;;Viborg;241;236;254;257;176;110;145;107;113;97;101;112;93;81
;;Brønderslev;100;135;93;120;88;50;50;27;37;36;34;27;26;25
;;Frederikshavn;135;251;195;148;133;101;67;40;61;65;72;39;51;41
;;Hjørring;225;238;222;160;133;89;64;59;64;48;58;40;45;36
;;Jammerbugt;70;80;106;74;106;37;41;40;41;37;28;34;30;26
;;Læsø;1;0;0;1;0;0;0;0;2;0;1;4;1;1
;;Mariagerfjord;125;184;191;135;115;82;62;49;47;33;59;51;29;41
;;Morsø;60;52;58;38;32;42;23;17;34;44;25;21;18;12
;;Rebild;59;69;67;55;56;37;43;33;18;13;27;26;25;21
;;Thisted;68;115;101;83;48;56;55;57;24;34;57;45;29;24
;;Vesthimmerlands;164;188;144;144;123;51;89;66;62;59;58;53;45;33
;;Aalborg;967;942;841;753;743;402;366;298;270;268;269;212;214;166
;;Unknown municipality;91;70;66;48;46;46;62;12;45;40;45;28;31;56
;Theft of/taking moped without the owners consent (TWOC);Copenhagen;641;525;411;227;192;149;159;125;102;82;73;67;63;65
;;Frederiksberg;31;32;21;17;16;13;17;9;9;3;9;6;9;7
;;Dragør;7;7;7;2;2;2;1;0;1;1;2;0;1;0
;;Tårnby;65;59;41;21;31;19;6;12;9;12;5;5;3;6
;;Albertslund;34;33;24;8;7;5;6;1;0;2;2;3;1;0
;;Ballerup;61;43;49;18;21;18;21;15;6;8;7;3;4;8
;;Brøndby;59;44;19;11;16;15;10;11;5;4;3;6;5;6
;;Gentofte;30;31;20;4;5;5;3;4;1;4;3;0;1;4
;;Gladsaxe;77;70;62;36;18;28;15;16;20;18;2;8;8;9
;;Glostrup;38;23;17;8;5;6;4;5;4;5;7;3;0;6
;;Herlev;93;48;48;51;25;12;15;11;6;6;4;4;5;6
;;Hvidovre;120;75;69;37;49;39;36;16;9;5;5;5;8;8
;;Høje-Taastrup;48;53;35;25;24;24;19;23;12;5;5;11;1;6
;;Ishøj;52;36;25;23;7;7;11;6;2;4;0;2;3;2
;;Lyngby-Taarbæk;58;25;19;21;7;13;8;12;3;5;5;5;7;3
;;Rødovre;74;80;56;19;18;6;16;5;4;7;5;5;6;4
;;Vallensbæk;20;12;11;8;7;10;1;4;0;0;1;0;1;2
;;Allerød;7;16;5;4;1;7;3;2;2;0;0;1;0;0
;;Egedal;21;36;27;8;4;6;4;13;4;2;1;2;2;1
;;Fredensborg;30;19;29;14;14;10;7;4;4;6;0;1;1;1
;;Frederikssund;67;57;68;28;7;18;21;11;3;6;7;13;5;5
;;Furesø;9;21;36;14;15;4;3;0;0;0;3;1;1;0
;;Gribskov;29;26;19;22;17;10;11;3;8;5;5;7;6;3
;;Halsnæs;61;50;37;19;23;20;30;22;6;15;9;1;6;4
;;Helsingør;83;100;69;41;30;33;39;30;28;9;7;7;6;3
;;Hillerød;47;50;29;24;15;11;7;12;8;1;3;5;2;3
;;Hørsholm;28;11;7;1;4;4;2;0;1;1;0;0;1;0
;;Rudersdal;33;15;18;13;8;6;8;2;5;1;3;3;1;3
;;Bornholm;92;39;25;26;20;17;10;11;8;11;13;7;6;2
;;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;Greve;54;55;34;21;18;14;8;8;5;8;2;6;6;6
;;Køge;89;67;90;34;32;13;14;8;4;7;1;4;4;2
;;Lejre;18;17;20;6;5;2;1;5;0;3;1;1;0;1
;;Roskilde;89;112;66;33;27;17;16;16;11;19;6;6;3;8
;;Solrød;12;11;8;12;5;6;2;3;5;0;1;6;3;2
;;Faxe;36;47;38;19;17;16;11;9;11;4;9;3;5;6
;;Guldborgsund;148;95;82;42;28;30;36;34;17;19;11;12;13;5
;;Holbæk;68;104;63;41;47;28;18;19;16;14;3;9;9;1
;;Kalundborg;94;89;49;47;51;29;31;36;16;11;3;10;9;12
;;Lolland;112;128;91;63;48;36;38;42;17;33;16;19;27;4
;;Næstved;158;105;103;58;49;42;36;31;25;22;29;8;13;6
;;Odsherred;33;24;41;8;23;19;22;7;10;3;8;9;4;11
;;Ringsted;68;46;30;21;9;20;4;13;8;2;2;3;3;8
;;Slagelse;153;91;62;48;63;51;32;35;39;24;20;15;15;12
;;Sorø;26;18;14;13;14;10;4;7;5;7;6;4;8;3
;;Stevns;17;11;5;12;5;2;4;5;2;2;1;2;0;2
;;Vordingborg;67;62;52;26;26;13;17;9;13;6;14;6;7;5
;;Assens;42;47;36;46;11;20;14;9;2;6;6;2;8;8
;;Faaborg-Midtfyn;61;57;40;30;14;22;17;14;8;9;7;11;3;5
;;Kerteminde;22;28;19;17;15;11;5;4;4;0;2;4;3;2
;;Langeland;9;6;4;2;4;11;4;1;2;3;2;3;1;1
;;Middelfart;27;24;22;16;18;12;1;5;6;2;9;5;8;5
;;Nordfyns;30;29;41;20;17;8;5;5;4;7;2;5;3;6
;;Nyborg;34;37;27;19;15;16;12;8;6;6;4;1;5;3
;;Odense;377;266;236;152;124;99;77;116;84;75;49;47;33;38
;;Svendborg;72;95;55;56;36;34;25;21;10;12;9;13;7;10
;;Ærø;5;1;5;4;1;6;7;1;2;2;0;0;0;0
;;Billund;25;20;23;23;17;8;9;8;7;0;2;0;3;4
;;Esbjerg;303;290;206;187;146;133;82;99;73;66;88;37;34;49
;;Fanø;2;2;1;2;0;1;2;0;3;0;0;1;2;0
;;Fredericia;122;90;104;105;34;42;54;46;30;23;7;19;7;13
;;Haderslev;106;95;85;29;27;47;34;32;23;30;14;8;3;12
;;Kolding;137;97;92;78;54;42;38;26;33;32;19;11;13;11
;;Sønderborg;150;160;136;109;75;62;32;36;34;36;34;19;26;30
;;Tønder;51;58;54;24;33;29;19;34;10;9;14;9;11;18
;;Varde;68;59;44;35;30;28;13;22;14;3;12;11;4;9
;;Vejen;87;53;47;43;32;19;28;25;15;15;15;8;7;6
;;Vejle;211;172;110;71;50;35;30;26;24;22;16;12;14;11
;;Aabenraa;127;112;96;59;59;48;32;20;7;13;13;18;17;17
;;Favrskov;46;22;30;21;25;7;7;13;7;5;11;8;5;11
;;Hedensted;40;39;21;18;17;16;11;6;8;3;4;3;5;2
;;Horsens;186;107;105;77;76;55;38;37;18;24;10;14;15;12
;;Norddjurs;86;45;46;25;20;18;19;10;5;5;5;14;8;10
;;Odder;9;15;15;8;11;9;1;3;2;3;2;2;1;0
;;Randers;201;167;118;93;79;67;45;38;36;23;23;21;21;15
;;Samsø;2;3;2;1;1;4;0;0;0;1;0;0;0;0
;;Silkeborg;127;95;89;51;50;37;40;27;17;13;19;24;12;14
;;Skanderborg;59;42;34;29;25;14;17;6;6;1;6;9;4;2
;;Syddjurs;42;37;46;26;14;18;14;12;9;4;7;6;4;4
;;Aarhus;454;369;242;180;186;161;125;120;89;66;68;68;38;47
;;Herning;103;108;73;47;46;52;51;35;24;20;25;18;9;11
;;Holstebro;122;92;80;36;28;33;35;20;27;15;21;5;16;4
;;Ikast-Brande;48;24;27;28;18;14;11;6;7;4;9;2;4;10
;;Lemvig;26;10;9;16;5;7;11;4;1;3;2;1;2;1
;;Ringkøbing-Skjern;56;52;45;56;23;16;21;14;8;9;13;4;5;12
;;Skive;89;49;37;30;34;22;20;15;20;13;11;3;5;5
;;Struer;33;28;9;19;6;18;13;7;3;1;2;7;5;3
;;Viborg;135;100;88;45;46;56;39;24;23;9;10;17;13;12
;;Brønderslev;55;26;29;20;34;18;11;6;9;7;5;6;2;2
;;Frederikshavn;105;73;94;84;68;43;26;25;33;19;27;24;15;12
;;Hjørring;108;89;87;53;43;34;18;11;12;12;13;14;15;8
;;Jammerbugt;41;41;58;24;16;26;20;6;9;12;7;1;3;2
;;Læsø;0;0;0;0;0;0;0;0;0;1;0;0;0;0
;;Mariagerfjord;51;64;66;33;34;17;13;8;12;12;4;9;10;15
;;Morsø;33;19;23;11;10;4;1;6;6;6;3;4;6;6
;;Rebild;21;20;11;11;4;5;5;5;4;1;2;1;4;2
;;Thisted;70;57;52;41;20;23;21;12;12;18;6;13;9;6
;;Vesthimmerlands;84;76;32;27;23;34;15;9;13;10;11;4;8;9
;;Aalborg;327;278;188;152;175;122;55;56;55;27;37;28;31;27
;;Unknown municipality;30;10;6;0;2;3;2;2;1;1;2;0;1;0
;Theft of/taking bicycle without the owners consent (TWOC);Copenhagen;17711;19114;21786;19304;19788;19914;17771;17239;16297;15694;14249;15590;15825;14429
;;Frederiksberg;1978;2004;2249;2386;2839;2379;1962;2126;1931;1827;1898;1809;1731;1837
;;Dragør;64;77;132;87;68;65;66;51;69;68;71;56;58;62
;;Tårnby;373;494;623;483;432;421;366;326;288;346;261;312;318;313
;;Albertslund;510;533;568;513;354;380;350;391;280;237;251;270;331;461
;;Ballerup;602;604;762;736;678;603;556;561;581;611;496;501;584;458
;;Brøndby;277;388;375;323;337;351;303;308;217;288;217;234;178;201
;;Gentofte;1210;1105;1489;1334;1205;1341;1176;1162;1118;1069;897;983;949;872
;;Gladsaxe;754;811;951;869;862;774;830;804;736;783;656;727;662;539
;;Glostrup;355;354;480;350;406;377;321;326;287;353;297;400;277;277
;;Herlev;467;416;497;464;439;457;391;396;379;434;374;398;383;359
;;Hvidovre;794;787;873;812;787;938;792;735;557;578;585;625;621;667
;;Høje-Taastrup;468;542;607;520;436;446;498;471;496;421;271;290;364;315
;;Ishøj;232;270;258;193;148;108;138;149;159;102;79;101;148;109
;;Lyngby-Taarbæk;706;867;992;1048;1008;1160;1055;1119;1238;1017;863;1008;896;600
;;Rødovre;608;610;666;614;594;454;372;385;354;414;324;402;401;421
;;Vallensbæk;153;218;214;183;148;163;182;154;114;122;104;117;109;107
;;Allerød;308;325;348;329;375;409;278;294;317;292;205;193;215;167
;;Egedal;287;248;359;310;295;289;300;285;283;325;192;198;162;131
;;Fredensborg;299;395;391;313;312;352;259;428;309;247;166;162;143;139
;;Frederikssund;327;380;412;280;249;264;377;275;252;241;169;157;184;175
