Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Any other kind of offence against public decency;Faaborg-Midtfyn;3;1;1;0;1;2;0;0;4;2;7;0;13;5
Any other kind of offence against public decency;Kerteminde;0;2;0;0;1;2;1;2;1;0;0;2;2;1
Any other kind of offence against public decency;Langeland;0;0;0;0;2;2;1;0;1;7;0;0;1;2
Any other kind of offence against public decency;Middelfart;0;2;1;6;4;2;0;2;1;0;1;12;3;3
Any other kind of offence against public decency;Nordfyns;3;0;0;2;0;0;1;2;1;0;1;0;0;8
Any other kind of offence against public decency;Nyborg;2;1;2;6;2;0;1;5;3;2;2;0;0;7
Any other kind of offence against public decency;Odense;13;13;22;15;8;10;13;18;6;11;16;30;30;34
Any other kind of offence against public decency;Svendborg;2;4;3;2;4;1;10;1;2;12;4;2;4;2
Any other kind of offence against public decency;Ærø;0;0;1;0;0;0;0;0;0;0;0;0;0;1
Any other kind of offence against public decency;Billund;1;2;0;0;1;2;1;1;5;2;2;2;1;6
Any other kind of offence against public decency;Esbjerg;4;13;11;4;6;13;5;22;32;20;20;31;16;6
Any other kind of offence against public decency;Fanø;0;0;1;0;0;0;0;0;0;1;0;6;1;0
Any other kind of offence against public decency;Fredericia;3;7;1;3;3;2;2;2;2;5;2;2;3;7
Any other kind of offence against public decency;Haderslev;4;1;1;4;4;2;4;2;7;1;4;15;7;3
Any other kind of offence against public decency;Kolding;3;9;3;3;4;3;3;12;7;4;3;17;12;5
Any other kind of offence against public decency;Sønderborg;0;4;4;8;4;1;6;5;2;4;8;19;2;9
Any other kind of offence against public decency;Tønder;5;1;1;6;1;4;3;1;6;4;5;9;5;5
Any other kind of offence against public decency;Varde;2;1;1;1;0;2;4;8;10;1;5;9;3;5
Any other kind of offence against public decency;Vejen;5;3;4;7;4;4;2;7;11;4;9;8;6;2
Any other kind of offence against public decency;Vejle;3;6;2;10;1;7;5;7;11;7;7;14;11;8
Any other kind of offence against public decency;Aabenraa;6;2;3;9;4;4;5;9;3;3;7;10;7;10
Any other kind of offence against public decency;Favrskov;1;1;1;8;3;2;1;1;3;0;1;6;4;45
Any other kind of offence against public decency;Hedensted;0;1;0;3;2;0;9;1;0;0;2;3;1;4
Any other kind of offence against public decency;Horsens;4;2;5;2;0;1;1;3;4;3;4;21;14;16
Any other kind of offence against public decency;Norddjurs;5;4;1;0;1;0;1;1;0;0;1;8;6;0
Any other kind of offence against public decency;Odder;0;0;0;0;2;0;9;2;1;0;2;3;2;0
Any other kind of offence against public decency;Randers;1;3;1;3;5;2;10;4;33;7;9;23;9;65
Any other kind of offence against public decency;Samsø;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Any other kind of offence against public decency;Silkeborg;2;2;4;1;4;6;2;9;6;1;3;2;11;20
Any other kind of offence against public decency;Skanderborg;2;1;2;7;2;3;0;4;1;2;3;6;2;4
Any other kind of offence against public decency;Syddjurs;3;2;4;4;1;5;2;1;2;1;2;21;0;2
Any other kind of offence against public decency;Aarhus;7;8;6;7;5;7;11;6;12;35;28;81;59;22
Any other kind of offence against public decency;Herning;4;4;4;3;6;3;8;2;2;9;4;11;7;9
Any other kind of offence against public decency;Holstebro;5;4;1;1;6;5;56;5;3;6;7;6;4;37
Any other kind of offence against public decency;Ikast-Brande;1;1;2;0;3;0;2;0;2;1;0;2;5;7
Any other kind of offence against public decency;Lemvig;1;0;0;0;7;1;1;0;3;0;1;1;5;4
Any other kind of offence against public decency;Ringkøbing-Skjern;0;2;3;2;1;2;3;1;3;8;1;5;3;3
Any other kind of offence against public decency;Skive;2;3;3;3;2;2;7;6;1;1;1;4;52;4
Any other kind of offence against public decency;Struer;0;1;0;0;1;1;1;1;0;2;0;3;3;4
Any other kind of offence against public decency;Viborg;4;2;1;3;10;4;8;4;4;13;11;22;7;20
Any other kind of offence against public decency;Brønderslev;2;1;2;2;1;4;3;0;0;2;4;3;4;13
Any other kind of offence against public decency;Frederikshavn;1;2;1;15;7;4;1;8;10;5;6;11;3;8
Any other kind of offence against public decency;Hjørring;3;3;2;12;2;13;1;4;8;3;15;146;5;5
Any other kind of offence against public decency;Jammerbugt;2;2;2;5;3;1;2;3;3;4;3;3;3;12
Any other kind of offence against public decency;Læsø;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Any other kind of offence against public decency;Mariagerfjord;1;1;2;0;3;1;3;4;0;2;3;6;5;3
Any other kind of offence against public decency;Morsø;0;1;0;0;0;1;0;3;1;1;3;2;8;5
Any other kind of offence against public decency;Rebild;1;1;0;1;0;0;0;1;0;0;0;8;27;0
Any other kind of offence against public decency;Thisted;8;1;2;0;7;3;1;3;0;2;3;6;5;3
Any other kind of offence against public decency;Vesthimmerlands;4;2;1;3;1;5;1;2;2;3;4;15;5;8
Any other kind of offence against public decency;Aalborg;16;11;12;10;6;15;9;12;5;6;26;35;21;35
Any other kind of offence against public decency;Unknown municipality;11;2;5;21;15;36;10;14;26;29;58;77;117;187
Prostitution, etc.;Copenhagen;24;29;19;21;30;24;10;20;10;33;160;256;12;27
Prostitution, etc.;Frederiksberg;0;0;5;3;1;1;1;1;2;4;23;50;2;2
Prostitution, etc.;Dragør;0;0;2;1;0;0;0;0;0;2;1;1;0;0
Prostitution, etc.;Tårnby;1;1;0;1;0;1;3;1;0;0;3;20;5;6
Prostitution, etc.;Albertslund;0;3;1;0;4;1;2;2;0;1;8;1;2;1
Prostitution, etc.;Ballerup;2;1;0;1;3;1;3;0;3;1;4;3;13;1
Prostitution, etc.;Brøndby;2;1;5;1;0;1;2;0;2;221;4;1;2;2
Prostitution, etc.;Gentofte;1;2;2;8;4;2;0;0;1;0;39;67;0;7
Prostitution, etc.;Gladsaxe;1;2;4;2;1;2;1;1;1;4;20;2;4;0
Prostitution, etc.;Glostrup;0;1;1;1;1;1;1;0;0;0;1;3;1;2
Prostitution, etc.;Herlev;2;1;0;3;1;4;6;1;0;0;4;0;1;2
Prostitution, etc.;Hvidovre;2;2;0;0;2;0;0;2;2;2;10;1;0;6
Prostitution, etc.;Høje-Taastrup;3;4;4;1;4;2;3;2;0;4;10;3;3;5
Prostitution, etc.;Ishøj;0;1;0;1;1;1;1;3;0;1;1;1;3;2
Prostitution, etc.;Lyngby-Taarbæk;0;2;3;0;0;1;2;2;0;0;40;19;2;18
Prostitution, etc.;Rødovre;5;0;2;1;1;3;0;0;1;1;5;7;2;1
Prostitution, etc.;Vallensbæk;0;1;1;1;0;0;0;0;0;0;1;1;0;1
Prostitution, etc.;Allerød;0;0;1;0;1;1;0;0;1;0;6;5;1;0
Prostitution, etc.;Egedal;3;1;0;0;0;0;0;0;2;0;7;12;2;1
Prostitution, etc.;Fredensborg;5;1;1;0;0;1;1;3;0;2;6;26;5;1
Prostitution, etc.;Frederikssund;1;1;1;0;1;1;0;1;1;0;1;2;1;2
Prostitution, etc.;Furesø;1;2;3;3;1;0;0;0;1;1;12;24;0;0
Prostitution, etc.;Gribskov;3;2;2;1;2;1;0;3;1;2;20;13;9;5
Prostitution, etc.;Halsnæs;0;1;1;1;2;0;1;0;0;2;2;13;0;0
Prostitution, etc.;Helsingør;1;2;4;3;10;3;1;2;2;5;30;24;6;3
Prostitution, etc.;Hillerød;2;1;1;0;1;1;1;0;0;2;5;14;2;0
Prostitution, etc.;Hørsholm;1;0;1;0;0;0;0;0;0;0;5;16;1;1
Prostitution, etc.;Rudersdal;2;2;0;1;0;0;0;1;0;49;87;30;1;5
Prostitution, etc.;Bornholm;2;2;2;2;0;1;1;1;2;3;13;1;17;8
Prostitution, etc.;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prostitution, etc.;Greve;1;1;3;1;1;1;3;1;1;0;3;11;3;4
Prostitution, etc.;Køge;4;4;1;1;1;2;1;6;1;0;3;2;2;1
Prostitution, etc.;Lejre;1;0;1;1;1;1;0;0;0;0;0;1;0;3
Prostitution, etc.;Roskilde;3;3;3;2;2;3;0;2;2;1;6;26;9;0
Prostitution, etc.;Solrød;2;1;0;0;0;2;0;0;0;0;2;9;2;3
Prostitution, etc.;Faxe;2;2;1;1;1;2;1;3;0;0;4;3;2;4
Prostitution, etc.;Guldborgsund;0;4;5;3;3;5;2;4;2;3;5;8;1;4
Prostitution, etc.;Holbæk;0;8;1;0;3;1;0;3;3;0;7;20;4;6
Prostitution, etc.;Kalundborg;1;2;1;2;1;0;0;1;1;4;14;2;7;0
Prostitution, etc.;Lolland;2;5;2;6;3;2;2;5;9;0;4;5;1;5
Prostitution, etc.;Næstved;5;2;4;2;3;1;4;3;4;5;3;14;4;5
Prostitution, etc.;Odsherred;2;1;0;3;1;0;1;3;2;2;2;0;9;10
Prostitution, etc.;Ringsted;2;0;2;0;0;1;2;0;1;1;7;1;4;1
Prostitution, etc.;Slagelse;5;1;0;2;1;3;1;1;3;1;5;13;5;7
Prostitution, etc.;Sorø;1;4;1;1;1;1;0;1;1;2;6;14;0;4
Prostitution, etc.;Stevns;0;0;0;1;3;0;0;0;0;1;0;1;0;4
Prostitution, etc.;Vordingborg;10;4;3;1;1;1;3;1;0;1;5;6;5;2
Prostitution, etc.;Assens;4;0;4;2;1;0;4;4;0;1;2;2;0;3
Prostitution, etc.;Faaborg-Midtfyn;1;0;1;0;0;2;1;0;0;2;2;3;2;2
Prostitution, etc.;Kerteminde;1;0;3;0;1;2;1;2;1;1;3;2;0;1
Prostitution, etc.;Langeland;0;1;0;1;0;1;0;0;0;0;0;0;0;0
Prostitution, etc.;Middelfart;2;2;0;0;1;1;0;0;0;0;8;20;1;2
Prostitution, etc.;Nordfyns;0;1;0;1;0;1;0;0;0;0;0;0;0;0
Prostitution, etc.;Nyborg;2;1;1;4;3;4;1;0;3;1;3;1;4;1
Prostitution, etc.;Odense;2;4;6;5;5;2;14;5;5;1;9;14;6;10
Prostitution, etc.;Svendborg;7;3;4;0;1;3;3;2;0;0;3;8;0;5
Prostitution, etc.;Ærø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prostitution, etc.;Billund;1;0;2;2;0;0;1;0;0;0;6;4;1;3
Prostitution, etc.;Esbjerg;4;14;4;5;6;7;6;26;21;4;23;19;52;7
Prostitution, etc.;Fanø;0;0;0;0;0;0;0;0;0;1;5;8;0;0
Prostitution, etc.;Fredericia;4;2;1;1;1;3;0;3;2;2;5;5;1;5
Prostitution, etc.;Haderslev;3;2;3;1;6;6;1;3;6;1;6;8;2;3
Prostitution, etc.;Kolding;7;5;1;1;3;7;1;3;1;1;9;15;5;6
Prostitution, etc.;Sønderborg;2;3;2;1;2;1;2;6;1;5;8;16;5;9
Prostitution, etc.;Tønder;1;2;0;1;0;0;1;1;4;2;5;13;5;0
Prostitution, etc.;Varde;0;1;0;3;0;1;6;6;5;0;3;3;0;3
Prostitution, etc.;Vejen;0;2;1;0;0;0;0;1;14;3;7;8;2;2
Prostitution, etc.;Vejle;4;4;2;4;3;2;2;5;4;5;7;6;6;13
Prostitution, etc.;Aabenraa;2;6;5;4;4;0;2;1;6;5;5;3;3;16
Prostitution, etc.;Favrskov;1;1;0;1;0;0;0;0;2;0;2;5;2;3
Prostitution, etc.;Hedensted;2;0;1;1;0;2;2;1;0;3;8;8;0;4
Prostitution, etc.;Horsens;2;1;1;1;4;3;3;0;2;2;15;34;7;1
Prostitution, etc.;Norddjurs;2;2;1;3;1;0;1;4;0;0;5;7;1;2
Prostitution, etc.;Odder;0;0;1;0;0;1;1;0;0;0;2;2;3;0
Prostitution, etc.;Randers;5;8;4;4;2;2;1;5;94;2;13;31;7;4
Prostitution, etc.;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prostitution, etc.;Silkeborg;4;5;1;6;3;2;1;4;0;1;17;34;12;8
Prostitution, etc.;Skanderborg;2;1;0;3;2;1;1;1;0;0;0;4;0;1
Prostitution, etc.;Syddjurs;0;1;0;1;0;2;1;1;0;1;11;18;17;2
Prostitution, etc.;Aarhus;18;8;16;8;16;9;2;12;5;8;31;78;12;15
Prostitution, etc.;Herning;4;7;2;2;6;6;4;3;2;6;13;25;1;13
Prostitution, etc.;Holstebro;1;2;3;1;0;1;17;0;2;1;7;16;10;11
Prostitution, etc.;Ikast-Brande;1;1;3;1;3;0;2;0;0;2;2;2;1;6
Prostitution, etc.;Lemvig;0;0;1;1;0;0;0;0;2;0;3;2;1;1
Prostitution, etc.;Ringkøbing-Skjern;0;3;1;2;5;2;1;3;0;3;6;9;1;2
Prostitution, etc.;Skive;6;5;1;2;2;1;0;2;1;1;4;13;16;6
Prostitution, etc.;Struer;2;1;0;0;0;0;0;1;1;0;4;7;6;0
Prostitution, etc.;Viborg;3;6;8;8;4;4;3;7;1;5;57;45;3;12
Prostitution, etc.;Brønderslev;0;0;0;0;1;1;0;0;0;0;4;1;1;0
Prostitution, etc.;Frederikshavn;0;0;0;4;1;1;2;4;2;3;21;38;9;2
Prostitution, etc.;Hjørring;6;3;1;5;0;2;6;2;1;0;4;7;10;9
Prostitution, etc.;Jammerbugt;0;1;0;0;0;1;1;0;0;3;10;22;0;2
Prostitution, etc.;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prostitution, etc.;Mariagerfjord;0;1;1;1;0;0;0;1;0;3;2;1;12;1
Prostitution, etc.;Morsø;0;0;3;0;1;0;2;0;2;1;1;0;2;2
Prostitution, etc.;Rebild;0;1;0;0;0;1;0;1;0;0;2;6;1;0
Prostitution, etc.;Thisted;2;4;1;1;3;0;1;0;0;0;2;1;4;0
Prostitution, etc.;Vesthimmerlands;1;0;0;0;0;1;0;1;0;4;6;12;4;3
Prostitution, etc.;Aalborg;4;3;11;1;11;11;3;12;0;2;16;55;10;7
Prostitution, etc.;Unknown municipality;13;12;7;2;12;9;6;12;24;17;43;61;169;459
Crimes of violence, total;Copenhagen;2047;1612;1530;1420;1579;1520;1566;1682;1774;1825;2288;2118;2189;2277
Crimes of violence, total;Frederiksberg;111;124;125;91;90;104;117;128;106;133;151;119;153;197
Crimes of violence, total;Dragør;11;4;14;14;19;11;7;4;5;8;11;11;16;22
Crimes of violence, total;Tårnby;92;98;88;90;91;71;48;69;74;81;90;89;81;102
Crimes of violence, total;Albertslund;132;107;80;120;102;88;92;111;91;76;102;133;117;115
Crimes of violence, total;Ballerup;116;127;105;98;88;87;99;95;95;96;129;145;141;165
Crimes of violence, total;Brøndby;125;97;107;124;156;99;93;147;151;130;173;167;209;125
Crimes of violence, total;Gentofte;97;76;98;88;90;80;75;72;56;40;84;111;77;118
Crimes of violence, total;Gladsaxe;137;121;110;93;82;98;83;102;103;97;107;153;133;193
Crimes of violence, total;Glostrup;94;91;93;82;74;67;80;94;69;77;85;92;100;122
Crimes of violence, total;Herlev;64;63;62;74;89;44;50;56;65;53;47;81;88;88
Crimes of violence, total;Hvidovre;192;144;113;128;125;95;139;94;150;112;108;155;166;189
Crimes of violence, total;Høje-Taastrup;119;108;139;149;94;100;134;132;91;156;150;211;154;164
Crimes of violence, total;Ishøj;103;80;70;81;67;71;62;65;69;67;83;67;84;96
Crimes of violence, total;Lyngby-Taarbæk;76;73;67;86;81;90;61;70;74;37;83;93;78;85
Crimes of violence, total;Rødovre;134;96;79;87;75;60;69;74;83;60;89;92;93;105
Crimes of violence, total;Vallensbæk;17;13;21;33;25;28;17;17;24;18;15;24;18;30
Crimes of violence, total;Allerød;29;46;52;41;51;43;47;56;42;64;39;30;50;44
Crimes of violence, total;Egedal;61;62;46;45;41;29;31;23;15;39;39;54;55;57
Crimes of violence, total;Fredensborg;97;71;70;72;65;63;46;57;39;36;58;61;77;92
Crimes of violence, total;Frederikssund;132;126;109;83;75;77;100;89;115;93;143;118;115;127
Crimes of violence, total;Furesø;72;52;36;63;39;74;33;38;41;44;56;59;55;75
Crimes of violence, total;Gribskov;131;81;74;68;64;51;54;67;55;74;94;59;76;84
Crimes of violence, total;Halsnæs;84;72;82;71;64;80;61;61;61;68;88;92;75;80
Crimes of violence, total;Helsingør;222;246;207;240;227;197;178;202;152;126;146;134;190;183
Crimes of violence, total;Hillerød;157;152;127;115;114;125;95;114;96;123;127;145;155;159
Crimes of violence, total;Hørsholm;35;37;31;24;28;27;24;26;13;20;32;47;70;39
Crimes of violence, total;Rudersdal;59;56;68;94;74;64;47;43;38;52;50;75;85;89
Crimes of violence, total;Bornholm;137;183;142;127;111;126;135;160;125;135;118;112;125;113
Crimes of violence, total;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Crimes of violence, total;Greve;102;98;122;131;113;101;75;91;71;60;96;68;81;77
Crimes of violence, total;Køge;163;115;121;134;125;127;95;131;99;113;139;106;137;150
Crimes of violence, total;Lejre;37;32;36;36;22;27;26;22;22;30;35;39;28;37
Crimes of violence, total;Roskilde;203;184;213;198;155;133;162;199;144;198;238;183;206;208
Crimes of violence, total;Solrød;24;28;29;36;31;32;14;13;21;16;34;19;39;29
Crimes of violence, total;Faxe;58;70;62;68;72;48;70;89;72;81;94;61;89;162
Crimes of violence, total;Guldborgsund;203;175;194;196;227;218;242;181;215;267;215;325;389;360
Crimes of violence, total;Holbæk;172;156;135;157;160;180;166;121;124;144;180;154;179;179
Crimes of violence, total;Kalundborg;131;138;134;142;97;122;110;96;112;104;110;111;177;99
Crimes of violence, total;Lolland;211;179;132;106;156;148;161;180;176;206;216;346;269;268
Crimes of violence, total;Næstved;198;187;153;137;149;137;174;180;147;188;202;204;264;258
Crimes of violence, total;Odsherred;68;58;90;95;76;90;67;96;85;52;80;62;84;109
Crimes of violence, total;Ringsted;112;79;107;95;108;88;64;62;81;85;74;63;85;96
Crimes of violence, total;Slagelse;280;259;189;171;187;218;241;236;228;310;279;380;568;511
Crimes of violence, total;Sorø;49;38;46;59;46;37;62;56;54;69;70;104;77;130
Crimes of violence, total;Stevns;36;26;23;33;38;36;34;28;25;27;32;57;30;52
Crimes of violence, total;Vordingborg;94;128;111;116;104;97;107;108;120;176;155;190;199;185
Crimes of violence, total;Assens;110;91;104;71;76;85;54;54;57;56;73;64;91;111
Crimes of violence, total;Faaborg-Midtfyn;129;109;117;126;111;112;77;115;64;152;125;123;101;100
Crimes of violence, total;Kerteminde;50;29;35;31;28;48;30;42;31;32;33;59;41;69
Crimes of violence, total;Langeland;23;36;26;33;27;36;28;28;25;27;26;41;43;36
Crimes of violence, total;Middelfart;92;95;77;84;106;97;82;106;60;72;127;88;93;286
Crimes of violence, total;Nordfyns;86;75;63;68;59;64;46;75;41;68;98;122;153;104
Crimes of violence, total;Nyborg;107;108;111;155;118;112;117;118;70;94;139;159;120;151
Crimes of violence, total;Odense;914;703;735;751;728;670;673;649;626;602;651;675;777;639
Crimes of violence, total;Svendborg;176;164;153;144;171;158;139;146;133;170;155;181;160;150
Crimes of violence, total;Ærø;8;12;14;6;5;12;16;6;2;6;4;6;10;3
Crimes of violence, total;Billund;48;42;41;62;72;40;60;43;38;54;54;67;77;55
Crimes of violence, total;Esbjerg;409;400;460;449;452;464;458;404;467;486;443;446;511;535
Crimes of violence, total;Fanø;5;3;5;4;6;6;7;6;6;1;9;7;7;6
Crimes of violence, total;Fredericia;176;158;162;167;145;142;149;108;118;145;175;212;210;207
Crimes of violence, total;Haderslev;142;150;132;149;141;147;130;109;113;158;169;181;201;216
Crimes of violence, total;Kolding;265;253;223;239;239;242;199;210;217;205;298;296;349;383
Crimes of violence, total;Sønderborg;183;149;189;181;251;188;187;152;151;233;193;210;234;246
Crimes of violence, total;Tønder;115;110;93;113;122;99;79;90;89;128;117;187;139;150
Crimes of violence, total;Varde;78;88;106;103;103;103;101;79;86;92;115;133;172;126
Crimes of violence, total;Vejen;97;95;93;108;106;129;115;97;84;113;83;92;108;108
Crimes of violence, total;Vejle;230;212;258;288;255;249;192;206;249;282;361;396;437;371
Crimes of violence, total;Aabenraa;193;222;237;227;244;226;188;175;167;257;216;204;193;214
Crimes of violence, total;Favrskov;100;79;63;81;83;83;64;78;72;84;81;106;144;108
Crimes of violence, total;Hedensted;83;64;56;65;54;52;39;51;60;61;64;84;71;80
Crimes of violence, total;Horsens;265;213;194;269;316;219;185;207;133;146;257;333;352;357
Crimes of violence, total;Norddjurs;158;134;115;73;121;105;93;82;127;106;103;201;144;188
Crimes of violence, total;Odder;42;37;32;26;34;20;23;39;31;29;37;42;41;32
Crimes of violence, total;Randers;314;329;303;455;328;321;310;313;252;350;335;356;389;382
Crimes of violence, total;Samsø;6;10;6;14;8;6;5;9;2;22;6;7;8;9
Crimes of violence, total;Silkeborg;152;160;162;199;187;220;208;177;151;168;185;207;293;260
Crimes of violence, total;Skanderborg;91;85;75;60;84;59;53;39;70;52;68;73;104;59
Crimes of violence, total;Syddjurs;110;75;95;73;58;80;71;48;63;61;87;81;69;74
Crimes of violence, total;Aarhus;934;862;906;860;895;885;823;802;735;955;1115;1093;1027;982
Crimes of violence, total;Herning;134;173;158;156;173;190;173;199;234;264;298;336;348;295
Crimes of violence, total;Holstebro;138;170;135;145;182;190;155;153;165;126;177;197;173;209
Crimes of violence, total;Ikast-Brande;71;64;60;80;99;100;77;78;64;100;136;137;156;153
Crimes of violence, total;Lemvig;41;27;36;39;55;43;40;32;35;30;19;39;47;46
Crimes of violence, total;Ringkøbing-Skjern;79;113;89;105;116;98;69;87;57;80;68;81;96;75
Crimes of violence, total;Skive;113;145;112;124;99;105;101;91;121;116;107;131;181;96
Crimes of violence, total;Struer;50;51;56;44;48;49;51;53;62;72;72;56;77;61
Crimes of violence, total;Viborg;200;238;181;192;180;164;145;191;157;184;244;274;314;284
Crimes of violence, total;Brønderslev;80;55;55;74;93;74;72;66;84;60;62;62;76;98
Crimes of violence, total;Frederikshavn;156;117;128;141;141;126;95;113;121;154;155;147;163;148
Crimes of violence, total;Hjørring;184;136;121;161;146;189;145;148;143;135;145;134;100;129
Crimes of violence, total;Jammerbugt;63;73;74;93;77;71;68;67;68;67;64;84;75;66
Crimes of violence, total;Læsø;1;2;3;10;5;3;9;4;5;1;0;0;2;0
Crimes of violence, total;Mariagerfjord;120;105;103;93;88;91;77;52;81;86;90;103;126;161
Crimes of violence, total;Morsø;53;55;42;47;45;58;52;47;44;51;65;36;65;42
Crimes of violence, total;Rebild;23;27;45;29;36;24;30;16;16;34;35;33;32;35
Crimes of violence, total;Thisted;111;117;112;68;116;112;108;93;100;121;120;101;127;92
Crimes of violence, total;Vesthimmerlands;109;81;101;71;81;93;89;78;74;100;108;79;67;115
Crimes of violence, total;Aalborg;512;485;412;468;449;432;462;434;402;389;500;572;534;478
Crimes of violence, total;Unknown municipality;142;89;99;105;128;121;132;119;144;200;236;421;243;379
Violence against public authority;Copenhagen;605;436;376;396;369;342;408;412;466;540;706;593;629;588
Violence against public authority;Frederiksberg;25;24;27;16;21;21;25;32;20;27;30;21;24;35
Violence against public authority;Dragør;0;0;2;2;1;0;1;0;1;0;2;1;1;4
Violence against public authority;Tårnby;30;24;20;23;14;15;8;12;13;11;16;20;19;15
Violence against public authority;Albertslund;17;17;10;18;11;16;29;33;22;12;19;35;24;25
Violence against public authority;Ballerup;18;14;8;18;13;11;17;18;18;16;28;33;44;51
Violence against public authority;Brøndby;27;15;14;16;31;19;20;27;32;20;53;45;66;22
Violence against public authority;Gentofte;15;10;16;14;18;11;6;5;3;6;8;12;9;18
Violence against public authority;Gladsaxe;18;22;15;13;14;9;6;20;24;25;26;37;26;29
Violence against public authority;Glostrup;31;32;20;13;20;18;21;24;26;21;36;30;34;40
