Charged criminal offences;Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Charge;Legislation on employment, transport, etc.;Syddjurs;7;2;20;5;14;21;16;5;8;5;3;17;19;14
Charge;Legislation on employment, transport, etc.;Aarhus;66;40;118;62;221;206;134;82;48;93;51;272;270;214
Charge;Legislation on employment, transport, etc.;Herning;40;47;35;31;47;59;31;32;47;31;29;35;76;104
Charge;Legislation on employment, transport, etc.;Holstebro;24;17;22;33;36;15;21;16;21;21;20;22;41;33
Charge;Legislation on employment, transport, etc.;Ikast-Brande;20;14;27;52;29;25;43;9;7;12;8;13;44;34
Charge;Legislation on employment, transport, etc.;Lemvig;1;3;2;9;7;8;6;1;6;2;1;12;11;12
Charge;Legislation on employment, transport, etc.;Ringkøbing-Skjern;22;9;12;54;31;12;20;11;14;11;14;19;34;34
Charge;Legislation on employment, transport, etc.;Skive;18;7;14;23;74;24;13;16;9;8;9;7;17;41
Charge;Legislation on employment, transport, etc.;Struer;11;3;5;5;23;11;6;4;7;4;3;10;13;12
Charge;Legislation on employment, transport, etc.;Viborg;25;18;28;20;38;9;49;27;37;25;16;35;40;50
Charge;Legislation on employment, transport, etc.;Brønderslev;9;9;26;15;56;43;62;27;12;18;11;20;17;37
Charge;Legislation on employment, transport, etc.;Frederikshavn;22;13;82;81;43;56;25;34;16;15;23;15;35;65
Charge;Legislation on employment, transport, etc.;Hjørring;14;13;10;25;13;31;83;19;29;18;33;36;49;99
Charge;Legislation on employment, transport, etc.;Jammerbugt;10;7;23;5;6;11;10;11;8;8;9;10;16;31
Charge;Legislation on employment, transport, etc.;Læsø;0;0;0;0;5;0;0;3;1;1;1;1;1;0
Charge;Legislation on employment, transport, etc.;Mariagerfjord;13;5;2;5;18;7;14;25;10;17;9;22;17;14
Charge;Legislation on employment, transport, etc.;Morsø;8;1;18;8;16;24;5;17;3;10;4;12;12;18
Charge;Legislation on employment, transport, etc.;Rebild;29;5;15;21;50;74;86;77;65;34;27;21;75;97
Charge;Legislation on employment, transport, etc.;Thisted;22;30;23;8;28;20;22;8;13;19;10;15;29;20
Charge;Legislation on employment, transport, etc.;Vesthimmerlands;5;10;3;6;1;5;6;15;15;6;7;19;13;29
Charge;Legislation on employment, transport, etc.;Aalborg;60;46;96;50;95;52;118;141;120;101;86;115;166;185
Charge;Legislation on employment, transport, etc.;Unknown municipality;395;333;383;673;1722;1973;1878;2317;2777;2337;610;1117;1510;1600
Charge;The Companies Act;Copenhagen;18;13;5;4;5;13;9;1;4;42;0;1;24;45
Charge;The Companies Act;Frederiksberg;0;0;0;0;0;9;4;0;1;4;0;0;1;8
Charge;The Companies Act;Dragør;0;1;1;0;0;1;0;0;0;2;0;0;0;2
Charge;The Companies Act;Tårnby;0;1;0;0;2;2;0;1;0;0;1;1;0;0
Charge;The Companies Act;Albertslund;0;0;0;1;0;2;0;1;0;1;1;1;1;0
Charge;The Companies Act;Ballerup;1;0;0;1;0;2;0;0;1;0;0;0;3;0
Charge;The Companies Act;Brøndby;1;0;0;0;0;4;1;1;0;0;0;0;1;1
Charge;The Companies Act;Gentofte;0;0;0;1;6;8;5;3;2;17;0;1;0;0
Charge;The Companies Act;Gladsaxe;0;1;0;0;1;0;1;0;2;0;1;0;3;1
Charge;The Companies Act;Glostrup;0;0;0;0;0;0;0;0;0;0;0;0;4;1
Charge;The Companies Act;Herlev;0;0;1;0;0;2;0;3;0;0;0;1;2;2
Charge;The Companies Act;Hvidovre;0;0;0;0;1;0;2;1;0;1;0;0;0;4
Charge;The Companies Act;Høje-Taastrup;0;0;1;0;0;1;0;0;0;0;0;0;1;1
Charge;The Companies Act;Ishøj;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;The Companies Act;Lyngby-Taarbæk;0;0;0;0;2;1;4;0;2;5;0;2;1;2
Charge;The Companies Act;Rødovre;0;0;0;1;0;0;0;1;0;1;0;1;0;4
Charge;The Companies Act;Vallensbæk;0;0;0;0;0;0;0;1;0;1;0;0;0;1
Charge;The Companies Act;Allerød;0;0;0;0;0;1;1;0;0;0;1;0;1;0
Charge;The Companies Act;Egedal;0;0;0;1;1;0;2;0;0;2;1;1;1;0
Charge;The Companies Act;Fredensborg;0;0;1;0;1;4;2;1;1;1;0;0;0;0
Charge;The Companies Act;Frederikssund;1;0;0;1;0;3;0;0;3;3;0;0;0;0
Charge;The Companies Act;Furesø;0;0;0;0;3;4;3;3;0;2;0;0;0;0
Charge;The Companies Act;Gribskov;0;0;0;0;3;2;3;2;0;1;0;0;0;1
Charge;The Companies Act;Halsnæs;0;0;0;0;0;0;1;0;1;1;0;0;0;0
Charge;The Companies Act;Helsingør;1;2;1;0;3;3;1;1;0;2;0;0;0;0
Charge;The Companies Act;Hillerød;0;2;0;0;0;1;2;2;0;3;0;0;1;0
Charge;The Companies Act;Hørsholm;0;0;0;0;0;7;2;1;0;1;0;0;0;1
Charge;The Companies Act;Rudersdal;0;0;0;1;2;8;5;2;1;14;1;2;1;0
Charge;The Companies Act;Bornholm;0;0;0;0;0;0;2;0;1;2;0;0;1;0
Charge;The Companies Act;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;The Companies Act;Greve;1;0;0;0;0;1;0;1;0;1;0;0;0;1
Charge;The Companies Act;Køge;0;0;0;0;0;0;0;2;0;2;0;0;0;1
Charge;The Companies Act;Lejre;0;0;0;0;0;0;0;0;0;2;0;0;1;1
Charge;The Companies Act;Roskilde;1;1;0;1;0;0;2;0;0;1;1;2;0;1
Charge;The Companies Act;Solrød;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Charge;The Companies Act;Faxe;0;0;0;0;0;4;1;0;0;0;0;0;0;2
Charge;The Companies Act;Guldborgsund;0;0;0;0;9;0;0;0;0;2;0;0;0;0
Charge;The Companies Act;Holbæk;0;0;0;0;1;2;2;1;0;1;0;0;1;1
Charge;The Companies Act;Kalundborg;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Charge;The Companies Act;Lolland;0;0;0;0;3;1;0;0;0;2;0;1;1;1
Charge;The Companies Act;Næstved;0;0;0;0;0;2;4;0;1;0;0;0;0;2
Charge;The Companies Act;Odsherred;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Charge;The Companies Act;Ringsted;0;0;0;0;1;2;1;0;0;0;0;0;0;0
Charge;The Companies Act;Slagelse;0;0;0;1;1;1;0;1;0;4;0;2;0;3
Charge;The Companies Act;Sorø;0;0;0;0;0;1;1;0;0;3;0;0;1;2
Charge;The Companies Act;Stevns;0;0;0;0;1;1;1;0;0;1;0;0;0;0
Charge;The Companies Act;Vordingborg;0;0;1;0;1;2;1;0;2;2;0;1;0;1
Charge;The Companies Act;Assens;0;0;0;2;1;1;0;0;1;0;0;0;0;0
Charge;The Companies Act;Faaborg-Midtfyn;0;0;0;0;1;2;1;0;0;0;0;0;0;0
Charge;The Companies Act;Kerteminde;0;1;0;0;0;0;1;3;0;0;0;0;0;0
Charge;The Companies Act;Langeland;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Charge;The Companies Act;Middelfart;1;0;0;0;0;0;0;1;0;0;0;0;2;0
Charge;The Companies Act;Nordfyns;0;0;1;0;0;1;1;0;0;1;0;0;1;0
Charge;The Companies Act;Nyborg;0;0;0;1;1;0;0;1;0;0;0;0;0;0
Charge;The Companies Act;Odense;0;0;0;0;2;1;1;1;0;2;1;0;3;0
Charge;The Companies Act;Svendborg;5;3;0;0;0;2;0;1;0;0;0;1;1;0
Charge;The Companies Act;Ærø;0;0;0;0;0;1;0;0;0;1;0;0;0;0
Charge;The Companies Act;Billund;0;0;0;1;0;1;0;0;0;0;0;0;0;0
Charge;The Companies Act;Esbjerg;0;0;1;0;1;0;1;0;2;3;1;0;0;0
Charge;The Companies Act;Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;The Companies Act;Fredericia;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Charge;The Companies Act;Haderslev;0;0;0;1;1;2;2;0;0;2;0;0;0;0
Charge;The Companies Act;Kolding;0;0;0;0;0;1;1;3;0;0;0;0;0;4
Charge;The Companies Act;Sønderborg;0;1;1;1;0;1;2;0;2;0;0;0;0;0
Charge;The Companies Act;Tønder;0;0;0;2;0;0;0;0;0;2;0;0;0;0
Charge;The Companies Act;Varde;0;0;0;1;0;2;1;1;0;0;0;0;0;1
Charge;The Companies Act;Vejen;0;0;0;1;0;1;0;0;0;0;0;0;0;0
Charge;The Companies Act;Vejle;0;0;0;0;0;1;3;1;2;1;1;0;1;3
Charge;The Companies Act;Aabenraa;0;0;1;0;0;0;0;0;1;1;0;0;0;0
Charge;The Companies Act;Favrskov;0;0;0;0;0;6;0;0;0;0;0;0;0;0
Charge;The Companies Act;Hedensted;0;0;1;0;0;1;3;1;2;1;0;0;0;0
Charge;The Companies Act;Horsens;0;0;0;0;2;1;1;1;0;1;1;0;0;1
Charge;The Companies Act;Norddjurs;0;0;0;0;0;2;1;0;0;0;0;0;0;1
Charge;The Companies Act;Odder;0;0;0;0;0;0;2;0;0;0;0;0;0;0
Charge;The Companies Act;Randers;0;0;0;0;0;6;1;0;0;0;0;0;0;0
Charge;The Companies Act;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;The Companies Act;Silkeborg;0;0;0;0;1;0;0;0;1;0;0;1;0;2
Charge;The Companies Act;Skanderborg;0;1;0;0;0;2;0;1;1;0;0;0;0;2
Charge;The Companies Act;Syddjurs;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Charge;The Companies Act;Aarhus;0;1;0;1;2;12;4;1;0;1;0;0;8;4
Charge;The Companies Act;Herning;0;0;0;0;0;1;1;0;0;0;0;0;0;2
Charge;The Companies Act;Holstebro;0;0;1;0;0;0;1;0;0;0;0;0;1;1
Charge;The Companies Act;Ikast-Brande;0;0;0;1;0;0;1;1;0;0;0;0;0;1
Charge;The Companies Act;Lemvig;0;0;0;0;0;1;1;0;0;0;0;0;0;0
Charge;The Companies Act;Ringkøbing-Skjern;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Charge;The Companies Act;Skive;0;1;0;0;0;1;0;1;0;0;0;0;0;0
Charge;The Companies Act;Struer;0;0;0;0;0;0;1;0;0;0;0;0;0;1
Charge;The Companies Act;Viborg;0;0;0;0;2;2;3;0;1;0;1;1;2;3
Charge;The Companies Act;Brønderslev;0;0;2;1;0;1;0;0;0;0;12;0;1;1
Charge;The Companies Act;Frederikshavn;0;0;0;0;1;0;0;1;0;1;0;0;0;0
Charge;The Companies Act;Hjørring;0;0;0;1;2;2;4;1;0;6;0;0;1;1
Charge;The Companies Act;Jammerbugt;0;0;0;0;0;0;1;1;0;0;0;0;2;0
Charge;The Companies Act;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;The Companies Act;Mariagerfjord;0;0;0;0;0;3;0;0;0;0;1;0;1;0
Charge;The Companies Act;Morsø;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Charge;The Companies Act;Rebild;0;0;0;0;0;3;0;1;0;0;0;0;0;0
Charge;The Companies Act;Thisted;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Charge;The Companies Act;Vesthimmerlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;The Companies Act;Aalborg;1;1;0;2;6;9;2;3;1;3;0;1;3;2
Charge;The Companies Act;Unknown municipality;6;1;2;2;0;5;13;1;3;0;0;0;1;1
Charge;Legislation on the national defence;Copenhagen;34;33;43;70;37;80;121;70;0;2;0;0;0;0
Charge;Legislation on the national defence;Frederiksberg;5;12;5;8;1;4;12;11;0;0;0;0;0;0
Charge;Legislation on the national defence;Dragør;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation on the national defence;Tårnby;1;0;0;0;0;0;0;2;0;0;0;0;0;0
Charge;Legislation on the national defence;Albertslund;2;0;3;1;1;6;13;16;13;26;15;18;14;7
Charge;Legislation on the national defence;Ballerup;36;8;4;4;4;4;12;53;21;48;23;33;25;4
Charge;Legislation on the national defence;Brøndby;2;0;0;2;0;2;3;13;18;33;17;14;17;4
Charge;Legislation on the national defence;Gentofte;1;1;3;3;1;1;4;20;11;28;30;56;33;10
Charge;Legislation on the national defence;Gladsaxe;2;1;2;2;1;3;4;16;28;77;27;43;37;14
Charge;Legislation on the national defence;Glostrup;3;0;0;0;0;0;6;7;5;17;6;9;11;2
Charge;Legislation on the national defence;Herlev;3;4;1;1;0;2;6;7;13;22;8;16;21;2
Charge;Legislation on the national defence;Hvidovre;1;1;0;1;0;8;9;21;24;57;24;25;40;8
Charge;Legislation on the national defence;Høje-Taastrup;4;5;5;2;0;1;10;15;24;43;12;25;26;6
Charge;Legislation on the national defence;Ishøj;5;0;1;2;0;0;6;10;13;33;14;14;20;4
Charge;Legislation on the national defence;Lyngby-Taarbæk;0;0;1;0;1;1;8;6;15;25;12;23;26;5
Charge;Legislation on the national defence;Rødovre;0;0;2;1;0;0;6;15;10;40;14;18;20;5
Charge;Legislation on the national defence;Vallensbæk;1;0;0;1;1;0;3;5;2;17;8;12;8;0
Charge;Legislation on the national defence;Allerød;22;5;2;29;14;36;56;158;211;599;541;485;441;117
Charge;Legislation on the national defence;Egedal;0;1;2;0;0;1;7;1;6;35;15;20;16;1
Charge;Legislation on the national defence;Fredensborg;3;0;0;1;2;2;7;10;5;36;8;25;10;4
Charge;Legislation on the national defence;Frederikssund;2;4;3;2;0;2;11;7;17;33;16;26;20;2
Charge;Legislation on the national defence;Furesø;10;6;6;4;10;12;12;8;8;14;8;16;18;4
Charge;Legislation on the national defence;Gribskov;0;2;0;3;3;3;4;4;9;16;11;22;24;12
Charge;Legislation on the national defence;Halsnæs;3;3;1;0;0;0;5;3;5;23;11;16;16;0
Charge;Legislation on the national defence;Helsingør;6;0;1;3;2;3;10;23;6;59;27;38;23;6
Charge;Legislation on the national defence;Hillerød;2;0;1;2;3;5;2;5;8;16;19;42;23;6
Charge;Legislation on the national defence;Hørsholm;0;0;0;0;1;2;0;1;3;22;6;11;6;0
Charge;Legislation on the national defence;Rudersdal;5;4;1;2;0;0;4;7;10;16;34;31;26;10
Charge;Legislation on the national defence;Bornholm;1;0;4;2;1;2;3;4;10;8;17;10;11;0
Charge;Legislation on the national defence;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation on the national defence;Greve;5;0;0;2;4;0;8;13;12;26;20;34;21;5
Charge;Legislation on the national defence;Køge;2;2;3;1;1;3;2;4;5;31;30;22;33;7
Charge;Legislation on the national defence;Lejre;5;0;1;1;0;1;0;6;3;22;22;10;11;3
Charge;Legislation on the national defence;Roskilde;6;0;7;5;2;12;31;30;12;73;53;33;45;7
Charge;Legislation on the national defence;Solrød;0;0;1;2;0;1;1;4;2;10;3;18;15;1
Charge;Legislation on the national defence;Faxe;0;0;0;1;0;1;0;0;0;0;0;0;0;0
Charge;Legislation on the national defence;Guldborgsund;0;1;0;2;0;0;0;0;0;0;0;0;0;0
Charge;Legislation on the national defence;Holbæk;7;0;3;4;2;8;26;13;20;57;17;28;30;6
Charge;Legislation on the national defence;Kalundborg;1;0;4;0;1;0;1;10;8;35;21;26;28;9
Charge;Legislation on the national defence;Lolland;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Charge;Legislation on the national defence;Næstved;2;2;2;5;4;5;0;5;0;2;2;0;0;0
Charge;Legislation on the national defence;Odsherred;3;4;3;3;1;2;8;7;10;22;11;19;15;2
Charge;Legislation on the national defence;Ringsted;2;0;3;0;2;4;3;5;2;14;12;15;10;1
Charge;Legislation on the national defence;Slagelse;41;27;40;30;23;55;110;113;96;293;177;222;229;58
Charge;Legislation on the national defence;Sorø;0;0;0;1;1;3;7;0;0;0;0;0;0;0
Charge;Legislation on the national defence;Stevns;0;1;1;2;0;0;1;2;1;10;6;12;14;2
Charge;Legislation on the national defence;Vordingborg;0;2;0;0;0;0;3;2;1;0;0;0;0;0
Charge;Legislation on the national defence;Assens;4;1;0;0;0;0;6;1;0;0;0;0;9;5
Charge;Legislation on the national defence;Faaborg-Midtfyn;3;3;3;2;0;1;1;1;1;0;0;0;11;4
Charge;Legislation on the national defence;Kerteminde;0;0;0;0;0;0;0;0;0;0;0;0;7;1
Charge;Legislation on the national defence;Langeland;0;1;0;0;0;0;0;0;0;1;0;0;10;2
Charge;Legislation on the national defence;Middelfart;0;0;0;0;0;0;1;1;0;0;0;0;17;8
Charge;Legislation on the national defence;Nordfyns;0;1;0;0;1;0;0;1;0;0;0;0;12;5
Charge;Legislation on the national defence;Nyborg;1;1;2;1;0;2;1;1;0;1;0;0;7;4
Charge;Legislation on the national defence;Odense;2;0;0;0;0;3;1;1;0;1;0;0;82;14
Charge;Legislation on the national defence;Svendborg;3;1;0;0;0;0;0;0;1;1;0;0;41;9
Charge;Legislation on the national defence;Ærø;0;0;0;0;0;0;0;0;1;0;0;0;4;2
Charge;Legislation on the national defence;Billund;0;2;0;0;0;2;5;0;0;0;0;0;1;0
Charge;Legislation on the national defence;Esbjerg;0;3;7;10;8;11;34;32;22;50;34;55;46;14
Charge;Legislation on the national defence;Fanø;0;1;0;0;0;1;0;0;1;1;2;2;0;0
Charge;Legislation on the national defence;Fredericia;41;38;30;15;24;66;184;118;112;302;352;239;97;37
Charge;Legislation on the national defence;Haderslev;1;4;1;2;1;4;8;6;9;19;22;18;24;6
Charge;Legislation on the national defence;Kolding;0;2;0;0;1;7;9;1;0;0;0;0;0;0
Charge;Legislation on the national defence;Sønderborg;2;1;0;4;1;6;14;11;13;11;13;18;49;6
Charge;Legislation on the national defence;Tønder;8;0;1;3;1;0;5;9;8;12;5;7;14;6
Charge;Legislation on the national defence;Varde;0;0;1;1;1;5;14;5;7;15;18;20;23;8
Charge;Legislation on the national defence;Vejen;3;1;3;0;1;3;10;11;4;22;16;18;21;4
Charge;Legislation on the national defence;Vejle;6;3;1;1;0;6;10;0;0;0;0;0;0;0
Charge;Legislation on the national defence;Aabenraa;2;2;6;6;2;5;14;6;9;12;10;14;27;16
Charge;Legislation on the national defence;Favrskov;0;0;0;1;0;0;0;0;0;0;0;0;3;3
Charge;Legislation on the national defence;Hedensted;1;0;0;1;1;0;3;0;0;0;0;0;0;0
Charge;Legislation on the national defence;Horsens;1;1;6;1;0;7;4;2;0;0;0;0;0;0
Charge;Legislation on the national defence;Norddjurs;0;1;0;0;0;0;1;0;0;0;1;1;9;7
Charge;Legislation on the national defence;Odder;0;0;0;0;0;0;0;0;0;0;0;0;4;1
Charge;Legislation on the national defence;Randers;1;0;1;0;1;0;1;0;1;0;0;0;14;10
Charge;Legislation on the national defence;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Charge;Legislation on the national defence;Silkeborg;3;0;1;2;1;3;15;22;15;41;25;13;3;1
Charge;Legislation on the national defence;Skanderborg;3;1;0;0;0;0;3;1;0;0;0;0;0;0
Charge;Legislation on the national defence;Syddjurs;0;0;1;0;1;0;0;0;2;0;0;0;19;5
Charge;Legislation on the national defence;Aarhus;11;0;2;2;1;1;1;3;10;0;0;0;76;38
Charge;Legislation on the national defence;Herning;44;29;30;37;26;66;161;140;120;329;313;317;274;92
Charge;Legislation on the national defence;Holstebro;0;2;2;1;2;8;2;0;1;6;0;1;0;0
Charge;Legislation on the national defence;Ikast-Brande;0;0;0;1;0;0;0;0;0;2;1;0;2;0
Charge;Legislation on the national defence;Lemvig;0;0;0;1;1;0;0;0;1;0;0;0;0;0
Charge;Legislation on the national defence;Ringkøbing-Skjern;4;1;1;1;0;0;1;0;6;17;16;20;2;0
Charge;Legislation on the national defence;Skive;5;1;1;0;2;0;2;5;1;1;0;0;2;0
Charge;Legislation on the national defence;Struer;0;1;1;1;0;3;1;0;0;2;0;0;0;0
Charge;Legislation on the national defence;Viborg;0;0;0;0;0;0;0;0;2;4;0;1;3;0
Charge;Legislation on the national defence;Brønderslev;3;0;0;0;1;0;0;0;2;1;0;0;0;0
Charge;Legislation on the national defence;Frederikshavn;0;0;1;4;0;1;0;0;2;1;3;0;0;0
Charge;Legislation on the national defence;Hjørring;1;3;2;2;2;2;8;0;3;2;1;0;0;0
Charge;Legislation on the national defence;Jammerbugt;0;0;0;0;0;2;3;0;1;3;1;0;0;0
Charge;Legislation on the national defence;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation on the national defence;Mariagerfjord;1;1;1;0;1;6;8;0;0;3;1;0;0;0
Charge;Legislation on the national defence;Morsø;0;0;0;0;0;0;0;0;0;5;1;5;1;0
Charge;Legislation on the national defence;Rebild;2;0;0;0;3;2;6;1;0;0;0;0;0;0
Charge;Legislation on the national defence;Thisted;0;1;2;2;4;0;0;1;0;5;0;5;3;0
Charge;Legislation on the national defence;Vesthimmerlands;3;0;0;0;2;7;9;0;1;3;0;0;0;0
Charge;Legislation on the national defence;Aalborg;61;37;65;38;46;135;258;261;236;559;478;491;352;66
Charge;Legislation on the national defence;Unknown municipality;63;28;43;34;7;27;39;24;12;16;6;4;12;3
Charge;Legislation applying to public utilities;Copenhagen;6;10;15;7;5;33;9;2;1;1;0;1;5;9
Charge;Legislation applying to public utilities;Frederiksberg;0;0;0;1;0;1;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Dragør;0;0;3;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Tårnby;1;3;5;2;0;5;2;0;0;0;0;0;0;1
Charge;Legislation applying to public utilities;Albertslund;0;1;0;0;1;1;2;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Ballerup;0;0;3;0;1;2;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Brøndby;0;0;1;1;1;1;0;0;0;0;1;0;0;0
Charge;Legislation applying to public utilities;Gentofte;0;0;4;1;0;2;0;2;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Gladsaxe;1;1;2;0;2;2;1;1;0;0;1;0;0;0
Charge;Legislation applying to public utilities;Glostrup;1;0;2;0;1;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Herlev;0;0;1;1;0;2;0;0;0;0;0;0;0;1
Charge;Legislation applying to public utilities;Hvidovre;1;2;2;2;4;4;1;3;0;0;3;0;0;1
Charge;Legislation applying to public utilities;Høje-Taastrup;0;0;1;1;0;1;1;0;0;0;2;0;0;0
Charge;Legislation applying to public utilities;Ishøj;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Lyngby-Taarbæk;0;0;1;0;0;2;5;0;0;0;0;0;1;0
Charge;Legislation applying to public utilities;Rødovre;0;2;2;0;1;2;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Vallensbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Allerød;0;0;1;0;0;1;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Egedal;1;0;3;0;0;1;0;1;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Fredensborg;0;0;0;0;1;0;0;1;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Frederikssund;1;1;0;0;0;1;1;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Furesø;0;1;0;1;1;1;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Gribskov;0;0;3;0;1;1;1;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Halsnæs;0;0;0;1;0;2;2;0;0;1;0;0;0;0
Charge;Legislation applying to public utilities;Helsingør;0;0;0;1;3;1;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Hillerød;1;1;2;0;0;1;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Hørsholm;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Rudersdal;5;0;1;0;1;0;0;0;0;0;0;0;0;2
Charge;Legislation applying to public utilities;Bornholm;1;1;2;1;1;0;1;0;1;0;0;0;0;0
Charge;Legislation applying to public utilities;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Greve;1;0;1;1;0;0;1;1;0;0;0;0;0;2
Charge;Legislation applying to public utilities;Køge;0;0;0;1;0;2;0;1;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Lejre;0;0;2;0;0;1;2;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Roskilde;0;0;1;0;2;1;1;0;0;0;0;2;0;0
Charge;Legislation applying to public utilities;Solrød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Faxe;1;0;0;0;0;0;2;1;0;1;0;0;0;0
Charge;Legislation applying to public utilities;Guldborgsund;0;0;4;1;1;0;0;0;0;1;0;0;0;0
Charge;Legislation applying to public utilities;Holbæk;0;2;3;0;2;1;3;1;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Kalundborg;1;0;2;0;1;0;0;0;0;0;0;0;1;0
Charge;Legislation applying to public utilities;Lolland;0;0;0;1;1;0;0;0;0;1;1;0;0;0
Charge;Legislation applying to public utilities;Næstved;1;0;2;1;1;0;0;0;4;0;0;0;0;1
Charge;Legislation applying to public utilities;Odsherred;1;0;1;0;0;0;0;1;0;0;1;0;0;0
Charge;Legislation applying to public utilities;Ringsted;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Slagelse;0;0;0;0;1;0;0;2;0;0;0;0;0;2
Charge;Legislation applying to public utilities;Sorø;0;0;1;0;0;0;0;1;0;0;0;1;1;0
Charge;Legislation applying to public utilities;Stevns;0;0;1;1;0;1;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Vordingborg;2;0;2;0;0;1;1;2;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Assens;0;3;1;0;2;3;1;3;1;0;0;0;0;0
Charge;Legislation applying to public utilities;Faaborg-Midtfyn;3;1;2;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Kerteminde;0;0;0;0;1;1;0;0;1;0;0;0;0;0
Charge;Legislation applying to public utilities;Langeland;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Middelfart;0;1;0;1;1;1;0;0;1;1;0;0;0;0
Charge;Legislation applying to public utilities;Nordfyns;1;0;1;0;5;3;1;0;2;1;1;0;0;0
Charge;Legislation applying to public utilities;Nyborg;0;0;0;0;0;3;1;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Odense;1;0;1;0;2;8;2;1;1;0;0;0;0;0
Charge;Legislation applying to public utilities;Svendborg;2;1;4;4;2;4;1;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Ærø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Billund;1;2;0;1;1;1;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Esbjerg;3;1;2;1;0;1;0;1;1;0;0;0;0;0
Charge;Legislation applying to public utilities;Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Fredericia;0;0;0;1;3;0;0;1;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Haderslev;1;1;3;0;0;0;1;0;0;0;0;0;0;0
Charge;Legislation applying to public utilities;Kolding;1;0;0;1;2;0;0;0;0;0;0;0;0;0
